Company Name,Company Website,Company Logo,Company Size Revenue,Company Size Employees,Industry,Email Pattern,Leadership Page,Address,Address 2,City,Country,State,Zip Code,Phone,Fax,About Company,Facebook Link,Linkedin Link,Twitter Link,Google+ Link
Keyera,www.keyera.com,,$50-100 Million,100-250,Energy & Utilities : Energy & Utilities Other,,,144 4 Ave SW,,Calgary,Canada,AB,T2P 3N4,403.205.8300,,"Keyera is one of the leading companies in Energy & Utilities industry. Keyera is based in Calgary, AB. You can find more information on Keyera at www.keyera.com", ,,,
AlterNRG,www.alternrg.ca,,$50-100 Million,100-250,Energy & Utilities : Energy & Utilities Other,,,910 7 Ave SW,,Calgary,Canada,AB,T2P 3N8,403.806.3875,,"AlterNRG is one of the leading companies in Energy & Utilities industry. AlterNRG is based in Calgary, AB. You can find more information on AlterNRG at www.alternrg.ca", ,,,
Fortis Alberta ,www.fortisalberta.com,,$10-50 Million,25-100,Energy & Utilities : Energy & Utilities Other,,,320 17 Ave SW,,Calgary,Canada,AB,T2S 2V1,403.514.4000,,"FortisAlberta Inc. is one of the leading companies in Energy & Utilities industry. FortisAlberta Inc. is based in Calgary, AB. You can find more information on FortisAlberta Inc. at www.fortisalberta.com", ,,,
Hitachi ID Systems ,www.hitachi-id.com,,$10-50 Million,100-250,Software & Internet : Software,,,1401 1 St SE,,Calgary,Canada,AB,T2G 2J3,403.233.0740,,"Hitachi ID Systems, Inc is one of the leading companies in Software & Internet industry. Hitachi ID Systems, Inc is based in Calgary, AB. You can find more information on Hitachi ID Systems, Inc at www.hitachi-id.com", ,,,
Entero Corporation,www.entero.com,,$10-50 Million,25-100,Software & Internet : Software,,,1040 7 Ave SW,,Calgary,Canada,AB,T2P 3G9,403.261.1820,,"Entero Corporation is one of the leading companies in Software & Internet industry. Entero Corporation is based in Calgary, AB. You can find more information on Entero Corporation at www.entero.com", ,,,
Brewers Distributor ,www.bdl.ca,,$50-100 Million,100-250,Manufacturing : Manufacturing Other,,,11500 29 St SE,,Calgary,Canada,AB,T2Z 3W9,403.531.1000,,"Brewers Distributor Ltd is one of the leading companies in Manufacturing industry. Brewers Distributor Ltd is based in Calgary, AB. You can find more information on Brewers Distributor Ltd at www.bdl.ca", ,,,
Zedi Canada Inc,www.zedi.ca,,$10-50 Million,100-250,Manufacturing : Manufacturing Other,,,600 6 Ave SW,,Calgary,Canada,AB,T2P 0S5,403.444.1100,,"Zedi Canada Inc is one of the leading companies in Manufacturing industry. Zedi Canada Inc is based in Calgary, AB. You can find more information on Zedi Canada Inc at www.zedi.ca", ,,,
Roxar Canada ,www.roxar.com,,$10-50 Million,100-250,Manufacturing : Manufacturing Other,,,815 8 Ave SW,,Calgary,Canada,AB,T2P 3P2,403.265.3727,,"Roxar Canada Ltd is one of the leading companies in Manufacturing industry. Roxar Canada Ltd is based in Calgary, AB. You can find more information on Roxar Canada Ltd at www.roxar.com", ,,,
Crawford Adjusters Canada ,www.crawco.ca,,$50-100 Million,25-100,Financial Services : Financial Services Other,,,3115 12 St NE,,Calgary,Canada,AB,T2E 7J2,403.266.3933,,"Crawford Adjusters Canada Inc. is one of the leading companies in Financial Services industry. Crawford Adjusters Canada Inc. is based in Calgary, AB. You can find more information on Crawford Adjusters Canada Inc. at www.crawco.ca", ,,,
Battle River Regional Division 31,www.brsd.ab.ca,,$1-10 Million,25-100,Business Services : Business Services Other,,,5402 48a Ave,,Camrose,Canada,AB,T4V 0L3,780.672.6131,,"Battle River Regional Division 31 is one of the leading companies in Business Services industry. Battle River Regional Division 31 is based in Camrose, AB. You can find more information on Battle River Regional Division 31 at www.brsd.ab.ca", ,,,
Maritime Electric Company Limited,www.maritimeelectric.com,,$50-100 Million,25-100,Energy & Utilities : Energy & Utilities Other,,,180 Kent St PO Box 1328,,Charlottetown,Canada,AB,C1A 1N9,800.670.1012,,"Maritime Electric Company Limited is one of the leading companies in Energy & Utilities industry. Maritime Electric Company Limited is based in Charlottetown, . You can find more information on Maritime Electric Company Limited at www.maritimeelectric.com", ,,,
Blue Water District School Board,www.bwdsb.on.ca,,$10-50 Million,25-100,Education  : Education Other,,,PO Box 190 351 1st Ave N RR 2,,Chesley,Canada,ON,N0G 1L0,519.363.2014,,"Blue Water District School Board is one of the leading companies in Education industry. Blue Water District School Board is based in Chesley, ON. You can find more information on Blue Water District School Board at www.bwdsb.on.ca", ,,,
KIK Custom Products ,www.kikcorp.com,,$50-100 Million,100-250,Manufacturing : Manufacturing Other,,,101 Macintosh Blvd,,Concord,Canada,ON,L4K 4R5,905.660.0444,,"KIK Custom Products, Inc. is one of the leading companies in Manufacturing industry. KIK Custom Products, Inc. is based in Concord, ON. You can find more information on KIK Custom Products, Inc. at www.kikcorp.com", ,,,
Norampac,www.norampac.com,,$10-50 Million,100-250,Manufacturing : Manufacturing Other,,,655 Creditstone Rd,,Concord,Canada,ON,L4K 5P9,905.760.3900,,"Norampac is one of the leading companies in Manufacturing industry. Norampac is based in Concord, ON. You can find more information on Norampac at www.norampac.com", ,,,
Natural Factors Nutritional Products,www.naturalfactors.com,,$10-50 Million,100-250,Manufacturing : Manufacturing Other,,,1550 United Blvd,,Coquitlam,Canada,BC,V3K 6Y2,604.777.1757,,"Natural Factors Nutritional Products is one of the leading companies in Manufacturing industry. Natural Factors Nutritional Products is based in Coquitlam, BC. You can find more information on Natural Factors Nutritional Products at www.naturalfactors.com", ,,,
Boyne Clarke,www.boyneclarke.ns.ca,,$10-50 Million,100-250,Consumer Services : Consumer Services Other,,,33 Alderney Dr,,Dartmouth,Canada,NS,B2Y 2N4,902.469.9500,,"Boyne Clarke is one of the leading companies in Consumer Services industry. Boyne Clarke is based in Dartmouth, NS. You can find more information on Boyne Clarke at www.boyneclarke.ns.ca", ,,,
Outreach Canada,www.outreach.ca,,$0-1 Million,100-250,Non-profit : Non-profit Other,,,7201 72 St,,Delta,Canada,BC,V4G 1M5,604.952.0050,,"Outreach Canada is one of the leading companies in Non-Profit industry. Outreach Canada is based in Delta, BC. You can find more information on Outreach Canada at www.outreach.ca", ,,,
Carver PA Corporation,www.carvercorporation.com,,$10-50 Million,100-250,Consumer Services : Consumer Services Other,,,505 10050 112 st,,Edmonton,Canada,AB,T5E 2J9,780.489.4444,,"Carver PA Corporation is one of the leading companies in Consumer Services industry. Carver PA Corporation is based in Edmonton, AB. You can find more information on Carver PA Corporation at www.carvercorporation.com", ,,,
Servus Credit Union,www.servuscu.ca,,$50-100 Million,25-100,Financial Services : Financial Services Other,,,9109 82 Ave NW,,Edmonton,Canada,AB,T6C 0Z4,780.875.4434,,"Servus Credit Union is one of the leading companies in Financial Services industry. Servus Credit Union is based in Edmonton, AB. You can find more information on Servus Credit Union at www.servuscu.ca", ,,,
Occulogix ,www.occulogix.com,,$10-50 Million,25-100,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,2500 Skymark 201 Mississauga Ave Unit 9,,Elliot Lake,Canada,ON,P5A 1E3,905.602.0887,,"Occulogix, Inc. is one of the leading companies in Healthcare, Pharmaceuticals, & Biotech industry. Occulogix, Inc. is based in Elliot Lake, ON. You can find more information on Occulogix, Inc. at www.occulogix.com", ,,,
XTL Group of Companies,www.xtl.com,,$1-10 Million,25-100,Transportation & Storage : Transportation & Storage Other,,,75 Rexdale Blvd,,Etobicoke,Canada,ON,M9W 1P1,416.742.0610,,"XTL Group of Companies is one of the leading companies in Transportation & Storage industry. XTL Group of Companies is based in Etobicoke, ON. You can find more information on XTL Group of Companies at www.xtl.com", ,,,
Tembec ,www.tembec.com,,$50-100 Million,100-250,Agriculture & Mining : Agriculture & Mining Other,,,Ren-esque Boulevard West Suite 1050 800 ch de Montreal,,Gatineau,Canada,QC,J8M 1P5,514.871.0137,,"Tembec Inc. is one of the leading companies in Agriculture & Mining industry. Tembec Inc. is based in Gatineau, QC. You can find more information on Tembec Inc. at www.tembec.com", ,,,
Ivanhoe Cambridge,www.ivanhoecambridge.com,,$10-50 Million,100-250,Real Estate & Construction : Real Estate and Construction Other,,,Square Victoria            Bureau C-500 1001 ch de Montréal O,,Gatineau,Canada,QC,J8M 0A3,514.841.7600,,"Ivanhoe Cambridge is one of the leading companies in Real Estate & Construction industry. Ivanhoe Cambridge is based in Gatineau, QC. You can find more information on Ivanhoe Cambridge at www.ivanhoecambridge.com", ,,,
Radialpoint,www.radialpoint.com,,$10-50 Million,100-250,Software & Internet : Software,,,Bleury Suite 300 2050 ch de Montréal O,,Gatineau,Canada,QC,J8M 1P8,514.286.2636,,"Radialpoint is one of the leading companies in Software & Internet industry. Radialpoint is based in Gatineau, QC. You can find more information on Radialpoint at www.radialpoint.com", ,,,
Macadamian,www.macadamian.com,,$10-50 Million,25-100,Software & Internet : Software,,,165 rue Wellington,,Gatineau,Canada,QC,J8X 2J3,877.779.6336,,"Macadamian is one of the leading companies in Software & Internet industry. Macadamian is based in Gatineau, QC. You can find more information on Macadamian at www.macadamian.com", ,,,
Pictet et CIE,www.pictet.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,1800 Ch De Montreal O,,Gatineau,Canada,QC,J8M 1P8,514.288.8161,,"Pictet et CIE is one of the leading companies in Business Services industry. Pictet et CIE is based in Gatineau, QC. You can find more information on Pictet et CIE at www.pictet.com", ,,,
Guelph Hydro Inc,www.guelphhydro.com,,$1-10 Million,0-25,Real Estate & Construction : Real Estate and Construction Other,,,104 Dawson Rd,,Guelph,Canada,ON,N1H 1A7,519.822.3017,,"Guelph Hydro Inc is one of the leading companies in Real Estate & Construction industry. Guelph Hydro Inc is based in Guelph, ON. You can find more information on Guelph Hydro Inc at www.guelphhydro.com", ,,,
Upi ,www.upi.on.ca,,$10-50 Million,100-250,Retail : Retail Other,,,105 Silvercreek Pky N 200,,Guelph,Canada,ON,N1H 8M1,519.821.2667,,"Upi Inc. is one of the leading companies in Retail industry. Upi Inc. is based in Guelph, ON. You can find more information on Upi Inc. at www.upi.on.ca", ,,,
"Eagle's Flight, Creative Training Excellence ",www.eaglesflight.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,116 Fountain St E E Ste 201,,Guelph,Canada,ON,N1H 3N6,519.767.1947,,"Eagle's Flight, Creative Training Excellence Inc. is one of the leading companies in Business Services industry. Eagle's Flight, Creative Training Excellence Inc. is based in Guelph, ON. You can find more information on Eagle's Flight, Creative Training Excellence Inc. at www.eaglesflight.com", ,,,
QNX Software Systems ,www.qnx.com,,$10-50 Million,25-100,Software & Internet : Software,,,175 Terence Matthews Cres,,Kanata,Canada,ON,K2M 1W8,613.591.0931,,"QNX Software Systems Ltd. is one of the leading companies in Software & Internet industry. QNX Software Systems Ltd. is based in Kanata, ON. You can find more information on QNX Software Systems Ltd. at www.qnx.com", ,,,
FortisBC,www.fortisbc.com,,$50-100 Million,100-250,Energy & Utilities : Energy & Utilities Other,,,1628 Dickson Ave,,Kelowna,Canada,BC,V1Y 9X1,866.436.7847,,"FortisBC is one of the leading companies in Energy & Utilities industry. FortisBC is based in Kelowna, BC. You can find more information on FortisBC at www.fortisbc.com", ,,,
Interior Health,www.interiorhealth.ca,,$10-50 Million,100-250,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,2355 Acland Rd,,Kelowna,Canada,BC,V1X 7X9,250.491.6718,,"Interior Health is one of the leading companies in Healthcare, Pharmaceuticals, & Biotech industry. Interior Health is based in Kelowna, BC. You can find more information on Interior Health at www.interiorhealth.ca", ,,,
Nestle Canada Inc,www.ca.nestle.com,,$1-10 Million,25-100,Manufacturing : Manufacturing Other,,,1756 50e Av,,Lachine,Canada,QC,H8T 2V5,514.633.6482,,"Nestle Canada Inc is one of the leading companies in Manufacturing industry. Nestle Canada Inc is based in Lachine, QC. You can find more information on Nestle Canada Inc at www.ca.nestle.com", ,,,
Overwaitea Food Group,www.owfg.com,,$10-50 Million,100-250,Retail : Retail Other,,,19855 92a Ave,,Langley,Canada,BC,V1M 3B6,604.888.1213,,"Overwaitea Food Group is one of the leading companies in Retail industry. Overwaitea Food Group is based in Langley, BC. You can find more information on Overwaitea Food Group at www.owfg.com", ,,,
Labopharm ,www.labopharm.com,,$50-100 Million,100-250,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,1200 Chomedey 500 boul Laval,,Laval,Canada,QC,H7N 3W3,450.686.1017,,"Labopharm Inc. is one of the leading companies in Healthcare, Pharmaceuticals, & Biotech industry. Labopharm Inc. is based in Laval, QC. You can find more information on Labopharm Inc. at www.labopharm.com", ,,,
Trillium Lakesland District School Board,www.tldsb.on.ca,,$10-50 Million,25-100,Education  : Education Other,,,PO Box 420 300 County RD 36 Stn Main,,Lindsay,Canada,ON,K9V 4S4,705.324.6776,,"Trillium Lakesland District School Board is one of the leading companies in Education industry. Trillium Lakesland District School Board is based in Lindsay, ON. You can find more information on Trillium Lakesland District School Board at www.tldsb.on.ca", ,,,
Autodata Solutions,www.autodata.net,,$1-10 Million,25-100,Manufacturing : Manufacturing Other,,,345 Saskatoon St,,London,Canada,ON,N5W 4R4,519.451.2323,,"Autodata Solutions is one of the leading companies in Manufacturing industry. Autodata Solutions is based in London, ON. You can find more information on Autodata Solutions at www.autodata.net", ,,,
"St. Joseph's Health Care, London",www.sjhc.london.on.ca,,$10-50 Million,100-250,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,268 Grosvenor St,,London,Canada,ON,N6A 5B8,519.646.6000,,"St. Joseph's Health Care, London is one of the leading companies in Healthcare, Pharmaceuticals, & Biotech industry. St. Joseph's Health Care, London is based in London, ON. You can find more information on St. Joseph's Health Care, London at www.sjhc.london.on.ca", ,,,
Sherbrooke University,www.usherbrooke.ca,,$10-50 Million,100-250,Education  : Education Other,,,Bl University 2500 rue Sherbrooke,,Magog,Canada,QC,J1X 4E8,819.821.7686,,"Sherbrooke University is one of the leading companies in Education industry. Sherbrooke University is based in Magog, QC. You can find more information on Sherbrooke University at www.usherbrooke.ca", ,,,
Meadowridge School,www.meadowridge.bc.ca,,$1-10 Million,25-100,Education  : Education Other,,,12224 240 St,,Maple Ridge,Canada,BC,V4R 1N1,604.467.4444,,"Meadowridge School is one of the leading companies in Education industry. Meadowridge School is based in Maple Ridge, BC. You can find more information on Meadowridge School at www.meadowridge.bc.ca", ,,,
Cytochroma ,www.cytochroma.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,330 Cochrane Dr,,Markham,Canada,ON,L3R 8E4,905.479.5306,,"Cytochroma Inc. is one of the leading companies in Business Services industry. Cytochroma Inc. is based in Markham, ON. You can find more information on Cytochroma Inc. at www.cytochroma.com", ,,,
Enersource Corporation,www.enersource.com,,$10-50 Million,25-100,Energy & Utilities : Energy & Utilities Other,,,3240 Mavis Rd,,Mississauga,Canada,ON,L5C 3K1,905.273.9050,,"Enersource Corporation is one of the leading companies in Energy & Utilities industry. Enersource Corporation is based in Mississauga, ON. You can find more information on Enersource Corporation at www.enersource.com", ,,,
easyhome ,www.easyhome.ca,,$100-250 Million,100-250,Retail : Retail Other,,,77 City Centre Dr,,Mississauga,Canada,ON,L5B 1M5,905.272.2788,,"easyhome Ltd. is one of the leading companies in Retail industry. easyhome Ltd. is based in Mississauga, ON. You can find more information on easyhome Ltd. at www.easyhome.ca", ,,,
Nissan Canada,www.nissancanada.com,,$1-10 Million,25-100,Manufacturing : Manufacturing Other,,,5290 Orbitor Dr,,Mississauga,Canada,ON,L4W 4Z5,800.387.0122,,"Nissan Canada is one of the leading companies in Manufacturing industry. Nissan Canada is based in Mississauga, ON. You can find more information on Nissan Canada at www.nissancanada.com", ,,,
Simmons Canada ,www.simmonscanada.com,,$1-10 Million,25-100,Manufacturing : Manufacturing Other,,,2550 Meadowvale Blvd Unit 1,,Mississauga,Canada,ON,L5N 8C2,905.817.9669,,"Simmons Canada Inc. is one of the leading companies in Manufacturing industry. Simmons Canada Inc. is based in Mississauga, ON. You can find more information on Simmons Canada Inc. at www.simmonscanada.com", ,,,
Hydrogenics Corporation,www.hydrogenics.com,,$10-50 Million,100-250,Manufacturing : Manufacturing Other,,,5985 McLaughlin Rd,,Mississauga,Canada,ON,L5R 1B8,905.361.3660,,"Hydrogenics Corporation is one of the leading companies in Manufacturing industry. Hydrogenics Corporation is based in Mississauga, ON. You can find more information on Hydrogenics Corporation at www.hydrogenics.com", ,,,
Canadian Manufacturers,www.cme-mec.ca,,$1-10 Million,25-100,Business Services : Business Services Other,,,6725 Airport Rd,,Mississauga,Canada,ON,L4V 1V2,905.672.3466,,"Canadian Manufacturers is one of the leading companies in Business Services industry. Canadian Manufacturers is based in Mississauga, ON. You can find more information on Canadian Manufacturers at www.cme-mec.ca", ,,,
Pivotal Integrated HR Solutions,www.pivotalsolutions.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,100 Milverton Dr,,Mississauga,Canada,ON,L5R 4H1,905.890.8558,,"Pivotal Integrated HR Solutions is one of the leading companies in Business Services industry. Pivotal Integrated HR Solutions is based in Mississauga, ON. You can find more information on Pivotal Integrated HR Solutions at www.pivotalsolutions.com", ,,,
Paladin Labs ,www.paladin-labs.com,,$10-50 Million,25-100,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,6111 av Royalmount,,Montreal,Canada,QC,H4P 2T4,514.340.1112,,"Paladin Labs Inc. is one of the leading companies in Healthcare, Pharmaceuticals, & Biotech industry. Paladin Labs Inc. is based in Montréal, QC. You can find more information on Paladin Labs Inc. at www.paladin-labs.com", ,,,
Met-Chem Canada Inc,www.met-chem.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,555 boul Renvesque O,,Montreal,Canada,QC,H2Z 1B1,514.288.5211,,"Met-Chem Canada Inc is one of the leading companies in Business Services industry. Met-Chem Canada Inc is based in Montréal, QC. You can find more information on Met-Chem Canada Inc at www.met-chem.com", ,,,
Loto-Quebec,www.loto-quebec.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,500 rue Sherbrooke O,,Montreal,Canada,QC,H3A 3G6,514.282.8000,,"Loto-Quebec is one of the leading companies in Business Services industry. Loto-Quebec is based in Montréal, QC. You can find more information on Loto-Quebec at www.loto-quebec.com", ,,,
Cirque du Soleil,www.cirquedusoleil.com,,$10-50 Million,100-250,Media & Entertainment : Media & Entertainment Other,,,8400 2e av,,Montreal,Canada,QC,H1Z 4M6,514.722.2324,,"Cirque du Soleil is one of the leading companies in Media & Entertainment industry. Cirque du Soleil is based in Montreal, QC. You can find more information on Cirque du Soleil at www.cirquedusoleil.com", ,,,
David Thompson Health Region,www.dthr.ab.ca,,$1-10 Million,25-100,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,4602-49 Sylvan Lane,,Norglenwold,Canada,AB,T4S 1S5,403.357.5386,,"David Thompson Health Region is one of the leading companies in Healthcare, Pharmaceuticals, & Biotech industry. David Thompson Health Region is based in Norglenwold, AB. You can find more information on David Thompson Health Region at www.dthr.ab.ca", ,,,
Navigata Communications ,www.navigata.ca,,$1-10 Million,25-100,Telecommunications : Telecommunications Other,,,949 3rd St W,,North Vancouver,Canada,BC,V7P 3P7,604.990.2000,,"Navigata Communications Ltd. is one of the leading companies in Telecommunications industry. Navigata Communications Ltd. is based in North Vancouver, BC. You can find more information on Navigata Communications Ltd. at www.navigata.ca", ,,,
Chemtrade Logistics ,www.chemtradelogistics.com,,$10-50 Million,100-250,Manufacturing : Manufacturing Other,,,111 Gordon Baker Rd,,North York,Canada,ON,M2H 3R2,416.496.5856,,"Chemtrade Logistics Inc. is one of the leading companies in Manufacturing industry. Chemtrade Logistics Inc. is based in North York, ON. You can find more information on Chemtrade Logistics Inc. at www.chemtradelogistics.com", ,,,
Morneau Sobeco Income Fund,www.morneausobeco.com,,$10-50 Million,100-250,Financial Services : Financial Services Other,,,895 Don Mills Rd,,North York,Canada,ON,M3C 1W3,416.445.2700,,"Morneau Sobeco Income Fund is one of the leading companies in Financial Services industry. Morneau Sobeco Income Fund is based in North York, ON. You can find more information on Morneau Sobeco Income Fund at www.morneausobeco.com", ,,,
Canadian Institute Health Information,www.cihi.ca,,$50-100 Million,25-100,Business Services : Business Services Other,,,4110 Yonge St,,North York,Canada,ON,M2P 2B7,416.481.2002,,"Canadian Institute Health Information is one of the leading companies in Business Services industry. Canadian Institute Health Information is based in North York, ON. You can find more information on Canadian Institute Health Information at www.cihi.ca", ,,,
DAC Group,www.dacgroup.com,,$10-50 Million,100-250,Business Services : Business Services Other,,,1210 Sheppard Ave E,,North York,Canada,ON,M2K 1E3,416.492.4322,,"DAC Group is one of the leading companies in Business Services industry. DAC Group is based in North York, ON. You can find more information on DAC Group at www.dacgroup.com", ,,,
Algonquin Power Income Fund,www.algonquinpower.com,,$50-100 Million,25-100,Energy & Utilities : Energy & Utilities Other,,,2845 Bristol Cir,,Oakville,Canada,ON,L6H 7H7,905.465.4500,,"Algonquin Power Income Fund is one of the leading companies in Energy & Utilities industry. Algonquin Power Income Fund is based in Oakville, ON. You can find more information on Algonquin Power Income Fund at www.algonquinpower.com", ,,,
BIOX Corporation,www.bioxcorp.com,,$10-50 Million,25-100,Energy & Utilities : Energy & Utilities Other,,,200-125 Lakeshore Rd E,,Oakville,Canada,ON,L6J 1H3,905.337.4970,,"BIOX Corporation is one of the leading companies in Energy & Utilities industry. BIOX Corporation is based in Oakville, ON. You can find more information on BIOX Corporation at www.bioxcorp.com", ,,,
IOVATE Health Sciences Research ,www.iovate.com,,$1-10 Million,25-100,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,381 North Service Rd W,,Oakville,Canada,ON,L6M 0H4,905.678.3119,,"IOVATE Health Sciences Research, Inc. is one of the leading companies in Healthcare, Pharmaceuticals, & Biotech industry. IOVATE Health Sciences Research, Inc. is based in Oakville, ON. You can find more information on IOVATE Health Sciences Research, Inc. at www.iovate.com", ,,,
Lakeridge Health,www.lakeridgehealth.on.ca,,$10-50 Million,100-250,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,1 Hospital Crt,,Oshawa,Canada,ON,L1G 2B9,905.576.8711,,"Lakeridge Health is one of the leading companies in Healthcare, Pharmaceuticals, & Biotech industry. Lakeridge Health is based in Oshawa, ON. You can find more information on Lakeridge Health at www.lakeridgehealth.on.ca", ,,,
Federation of Canadian Municipalities,www.fcm.ca,,$0-1 Million,100-250,Government : Government Other,,,24 Clarence St Federation Of Canadian Municipalities,,Ottawa,Canada,ON,K1N 5P3,613.241.5221,,"Federation of Canadian Municipalities is one of the leading companies in Government industry. Federation of Canadian Municipalities is based in Ottawa, ON. You can find more information on Federation of Canadian Municipalities at www.fcm.ca", ,,,
Wi-LAN ,www.wi-lan.com,,$1-10 Million,25-100,Computers & Electronics : Computers & Electronics Other,,,11 Holland Ave,,Ottawa,Canada,ON,K1Y 4S1,613.688.4900,,"Wi-LAN Inc. is one of the leading companies in Computers & Electronics industry. Wi-LAN Inc. is based in Ottawa, ON. You can find more information on Wi-LAN Inc. at www.wi-lan.com", ,,,
Eagle Professional Resources ,www.eagleonline.com,,$10-50 Million,25-100,Computers & Electronics : Computers & Electronics Other,,,170 Laurier Ave W,,Ottawa,Canada,ON,K1P 5V5,613.234.1810,,"Eagle Professional Resources Inc. is one of the leading companies in Computers & Electronics industry. Eagle Professional Resources Inc. is based in Ottawa, ON. You can find more information on Eagle Professional Resources Inc. at www.eagleonline.com", ,,,
NSB,www.nsbgroup.com,,$1-10 Million,25-100,Software & Internet : Software,,,2800 aut Transcanadienne,,Pointe-Claire,Canada,QC,H9R 1B1,514.426.0822 x2354,,"NSB is one of the leading companies in Software & Internet industry. NSB is based in Pointe-Claire, QC. You can find more information on NSB at www.nsbgroup.com", ,,,
