Company Name,Company Website,Company Logo,Company Size Revenue,Company Size Employees,Industry,Email Pattern,Leadership Page,Address,Address 2,City,Country,State,Zip Code,Phone,Fax,About Company,Facebook Link,Linkedin Link,Twitter Link,Google+ Link
International Food Products,www.ifpc.com,,$250-500 Million,250-1000,Wholesale & Distribution : Wholesale & Distribution Other,,,4240 Utah St,,Saint Louis,United States,MO,63116-1820,636.343.4111,,Since 1974; International Food Products has been providing customers alternative supply chain options.                          ,,,,
IFX Corporation,www.ifxcorp.com,,$100-250 Million,250-1000,Computers & Electronics : Computers & Electronics Other,,,15050 NW 79th Ct,,Hialeah,United States,FL,33016-5810,305.512.1100,,IFX Corporation operates a pan-regional Internet protocol (IP) network that was established through a series of acquisitions and start-up operations the Company initiated.                ,,,,
Ignify Inc,www.ignify.com,,$10-50 Million,100-250,Computers & Electronics : Computers & Electronics Other,,,10900 183rd St Ste 285,,Cerritos,United States,CA,90703-5347,562.219.2000,,Ignify Inc is one of the leading providers in Computers & Electronics.  It is based in Cerritos; CA.  To find more information about Ignify Inc; please visit www.ignify.com.,,,,
IgnitionOne; Inc.,www.ignitionone.com,,$10-50 Million,25-100,Business Services : Business Services Other,,,1545 Peachtree St NE Ste 450,,Atlanta,United States,GA,30309-7026,888.744.6483,,IgnitionOne; Inc. is one of the leading providers in Business Services.  It is based in Atlanta; GA.  To find more information about IgnitionOne; Inc.; please visit www.ignitionone.com.,,,,
iGov,www.igov.com,,$10-50 Million,100-250,Computers & Electronics : Computers & Electronics Other,,,8200 Greensboro Dr,,Mc Lean,United States,VA,22102-3892,703.356.1160,,iGov is a trusted government partner that provides manageable and cost-effective information technology solutions to agencies worldwide.                      ,,,,
Iowa Hospital Association,www.ihaonline.org,,$0-1 Million,0-25,Non-profit : Non-profit Other,,,100 E Grand Ave,,Des Moines,United States,IA,50309-1829,515.288.1955,,Iowa Hospital Association is one of the leading providers in Non-Profit.  It is based in Des Moines; IA.  To find more information about Iowa Hospital Association; please visit www.ihaonline.org,,,,
Ihost Solutions,www.ihostsolutions.net,,$0-1 Million,0-25,Business Services : Business Services Other,,,7720 Rivers Edge Dr,,Columbus,United States,OH,43235-1361,614.985.0492,,Ihost Solutions is one of the leading providers in Business Services.  It is based in Columbus; OH.  To find more information about Ihost Solutions; please visit www.ihostsolutions.net.,,,,
IHS Inc.,www.ihs.com,,> $1 Billion,0-25,Business Services : Business Services Other,,,321 Inverness Dr S,,Englewood,United States,CO,80112-5895,303.790.0600,,IHS Inc. (IHS) is a provider and source of Critical Information and Insight in the global information market.                     ,,,,
IHS Inc.,www.ihs.com,,> $1 Billion,1K-10K,Business Services : Business Services Other,,,321 Inverness Dr S,,Englewood,United States,CO,80112-5895,303.790.0600,,IHS Inc. (IHS) is a provider and source of Critical Information and Insight in the global information market.                     ,,,,
IH Service; Inc.,www.ihservices.com,,> $1 Billion,1K-10K,Business Services : Business Services Other,,,PO BOX 5033 Office,,Greenville,United States,SC,29606-5033,864.297.3748,,For over 50 years; IH Services has been providing quality; consistent services to its customers and a broad range of cleaning and support services.               ,,,,
Indiana Hemophilia,www.ihtc.org,,$10-50 Million,0-25,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,8502 Harcourt Rd,,Indianapolis,United States,IN,46260-0020,317.871.0000,,Indiana Hemophilia is one of the leading providers in Healthcare; Pharmaceuticals; & Biotech.  It is based in Indianapolis; IN.  To find more information about Indiana Hemophilia; please visit www.ihtc.org,,,,
TeckChek; Inc. d/b/a IKM,www.ikmnet.com,,$0-1 Million,0-25,Business Services : Business Services Other,,,C Brier Hill Ct Ste 202,,East Brunswick,United States,NJ,08816-3344,732.257.3993,,TeckChek; Inc. d/b/a IKM is one of the leading providers in Business Services.  It is based in East Brunswick; NJ.  To find more information about TeckChek; Inc. d/b/a IKM; please visit www.ikmnet.com.,,,,
IKON Office Solutions; Inc.,www.ikon.com,,> $1 Billion,25-100,Computers & Electronics : Computers & Electronics Other,,,70 Valley Stream Pkwy,,Malvern,United States,PA,19355-1407,610.296.8000,,IKON Office Solutions; Inc. (IKON) delivers integrated document management systems and solutions.                           ,,,,
IKON Office Solutions; Inc.,www.ikon.com,,> $1 Billion,>100K,Computers & Electronics : Computers & Electronics Other,,,70 Valley Stream Pkwy,,Malvern,United States,PA,19355-1407,610.296.8000,,IKON Office Solutions; Inc. (IKON) delivers integrated document management systems and solutions.                           ,,,,
iland Internet Solutions,www.iland.com,,$1-10 Million,25-100,Computers & Electronics : Computers & Electronics Other,,,1235 North Loop W Ste 205,,Houston,United States,TX,77008-4701,713.868.2267,,iland Internet Solutions is one of the leading providers in Computers & Electronics.  It is based in Houston; TX.  To find more information about iland Internet Solutions; please visit www.iland.com.,,,,
International Lease Finance Corporation,www.ilfc.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,5313 Arctic Blvd Ste 202,,Anchorage,United States,AK,99518-1111,907.562.5522,,International Lease Finance Corporation is one of the leading providers in Financial Services.  It is based in Anchorage; AK.  To find more information about International Lease Finance Corporation; please visit www.ilfc.com,,,,
International Lease Finance Corporation,www.ilfc.com,,$100-250 Million,100-250,Financial Services : Financial Services Other,,,10250 Constellation Blvd,,Los Angeles,United States,CA,90067-6200,310.788.1999,,International Lease Finance Corporation (ILFC) primarily acquires commercial jet aircraft from The Boeing Company (Boeing) and Airbus S.A.S. (Airbus); and leases these aircraft to airlines throughout the world.           ,,,,
Illes Seasonings & Flavors,www.illesfoods.com,,$10-50 Million,100-250,Wholesale & Distribution : Wholesale & Distribution Other,,,2200 Luna Rd Ste 120,,Carrollton,United States,TX,75006-6559,214.689.1300,,Illes Seasonings & Flavors is one of the leading providers in Wholesale & Distribution.  It is based in Carrollton; TX.  To find more information about Illes Seasonings & Flavors; please visit www.illesfoods.com.,,,,
ILSCO,www.ilsco.com,,$50-100 Million,100-250,Energy & Utilities : Energy & Utilities Other,,,4730 Madison Rd,,Cincinnati,United States,OH,45227-1426,513.871.4000,,ILSCO was established in 1894 as the Incandescent Light and Stove Company by tinsmith and inventor Joseph Stubbers. In its first 15 years; Stubber's company sold 85000 gas systems in the U.S. and abroad.     ,,,,
Image Entertainment; Inc.,www.image-entertainment.com,,$10-50 Million,100-250,Media & Entertainment : Media & Entertainment Other,,,20525 Nordhoff St Ste 200,,Chatsworth,United States,CA,91311-6104,818.407.9100,,Image Entertainment; Inc. (Image) is a licensee and distributor of entertainment programming in North America.                        ,,,,
Image Sensing Systems; Inc.,www.imagesensing.com,,$10-50 Million,25-100,Computers & Electronics : Computers & Electronics Other,,,1600 University Ave W Ste 500,,Saint Paul,United States,MN,55104-3828,651.603.7700,,Image Sensing Systems; Inc. is one of the leading providers in Computers & Electronics.  It is based in Saint Paul; MN.  To find more information about Image Sensing Systems; Inc.; please visit www.imagesensing.com.,,,,
Image Stream Medical,www.imagestreammedical.com,,$1-10 Million,0-25,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,1 Monarch Dr,,Littleton,United States,MA,01460-1440,978.486.8494,,Image Stream Medical is one of the leading providers in Healthcare; Pharmaceuticals; & Biotech.  It is based in Littleton; MA.  To find more information about Image Stream Medical; please visit www.imagestreammedical.com,,,,
Sony Pictures Imageworks,www.imageworks.com,,$250-500 Million,1K-10K,Media & Entertainment : Media & Entertainment Other,,,9050 Washington Blvd,,Culver City,United States,CA,90232-2518,310.840.8000,,Sony Pictures Imageworks is one of the leading providers in Media & Entertainment.  It is based in Culver City; CA.  To find more information about Sony Pictures Imageworks; please visit www.imageworks.com.,,,,
Imagine Solutions,www.imaginesolutions.com,,$10-50 Million,25-100,Computers & Electronics : Computers & Electronics Other,,,1501 Lyndon B Johnson Fwy Ste 790,,Dallas,United States,TX,75234-6066,214.572.3600,,Imagine Solutions is one of the leading providers in Computers & Electronics.  It is based in Dallas; TX.  To find more information about Imagine Solutions; please visit www.imaginesolutions.com.,,,,
Integrated Media Solutions LLC,www.imediasolutions.com,,$10-50 Million,100-250,Computers & Electronics : Computers & Electronics Other,,,650 5th Ave Fl 35,,New York,United States,NY,10019-6108,212.373.9500,,Integrated Media Solutions LLC is one of the leading providers in Computers & Electronics.  It is based in New York; NY.  To find more information about Integrated Media Solutions LLC; please visit www.imediasolutions.com.,,,,
iMedx;Inc,www.imedx.com,,$10-50 Million,100-250,Computers & Electronics : Computers & Electronics Other,,,4 Corporate Dr,,Shelton,United States,CT,06484-6206,203.332.7060,,iMedx;Inc is one of the leading providers in Computers & Electronics.  It is based in Shelton; CT.  To find more information about iMedx;Inc; please visit www.imedx.com.,,,,
Inside Mortgage Finance,www.imfpubs.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,207 Hillcrest Ave,,Trenton,United States,NJ,08618-3409,609.393.9922,,Inside Mortgage Finance is one of the leading providers in Financial Services.  It is based in Trenton; NJ.  To find more information about Inside Mortgage Finance; please visit www.imfpubs.com,,,,
IMG,www.imgworld.com,,$10-50 Million,250-1000,Media & Entertainment : Media & Entertainment Other,,,767 5th Ave Fl 44,,New York,United States,NY,10153-0003,212.355.5656,,IMG is one of the leading providers in Media & Entertainment.  It is based in New York; NY.  To find more information about IMG; please visit www.imgworld.com.,,,,
IMG,www.imgworld.com,,$10-50 Million,250-1000,Media & Entertainment : Media & Entertainment Other,,,767 5th Ave Fl 44,,New York,United States,NY,10153-0003,212.355.5656,,IMG is one of the leading providers in Media & Entertainment.  It is based in New York; NY.  To find more information about IMG; please visit www.imgworld.com.,,,,
Institute of Museum & Library Services,www.imls.gov,,$0-1 Million,0-25,Education : Education Other,,,1100 Pennsylvania Ave NW Ste 802,,Washington,United States,DC,20004-2501,202.606.5384,,Institute of Museum & Library Services is one of the leading providers in Education.  It is based in Washington; DC.  To find more information about Institute of Museum & Library Services; please visit www.imls.gov,,,,
Integrated Media Management,www.immonline.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,330 Dalziel Rd,,Linden,United States,NJ,07036-6232,800.836.4750,,Integrated Media Management is one of the leading providers in Business Services.  It is based in Linden; NJ.  To find more information about Integrated Media Management; please visit www.immonline.com.,,,,
imoderate,www.imoderate.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,720 S Colorado Blvd Ste 500n,,Denver,United States,CO,80246-1975,303.333.7880,,imoderate is one of the leading providers in Business Services.  It is based in Denver; CO.  To find more information about imoderate; please visit www.imoderate.com.,,,,
The Impac Companies,www.impaccompanies.com,,$50-100 Million,250-1000,Business Services : Business Services Other,,,19500 Jamboree Rd,,Irvine,United States,CA,92612-2401,949.475.3600,,The Impac Companies is one of the leading providers in Business Services.  It is based in Irvine; CA.  To find more information about The Impac Companies; please visit www.impaccompanies.com.,,,,
Impact Office Products; LLC,www.impactofficepro.com,,$0-1 Million,0-25,Retail : Retail Other,,,5640 Sunnyside Ave Ste J,,Beltsville,United States,MD,20705-2213,240.542.1300,,Impact Office Products; LLC is one of the leading providers in Retail.  It is based in Beltsville; MD.  To find more information about Impact Office Products; LLC; please visit www.impactofficepro.com.,,,,
ImpactRx; Inc.,www.impactrx.com,,$10-50 Million,0-25,Business Services : Business Services Other,,,307 Fellowship Rd,,Mount Laurel,United States,NJ,08054-1233,856.273.0221,,ImpactRx is a promotion research company providing syndicated products and custom solutions for pharmaceutical and biotech companies in marketing; promotion and sales force effectiveness.               ,,,,
ImpactRx; Inc.,www.impactrx.com,,$10-50 Million,25-100,Business Services : Business Services Other,,,307 Fellowship Rd,,Mount Laurel,United States,NJ,08054-1233,856.273.0221,,ImpactRx is a promotion research company providing syndicated products and custom solutions for pharmaceutical and biotech companies in marketing; promotion and sales force effectiveness.               ,,,,
Impact Unlimited,www.impactunlimited.com,,$10-50 Million,100-250,Business Services : Business Services Other,,,250 Ridge Rd,,Dayton,United States,NJ,08810-1502,732.274.2000,,Impact Unlimited is one of the leading providers in Business Services.  It is based in Dayton; NJ.  To find more information about Impact Unlimited; please visit www.impactunlimited.com.,,,,
Imperial Capital; LLC,www.imperialcapital.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,14082 Mango Dr,,Del Mar,United States,CA,92014-2958,858.794.9637,,Imperial Capital; LLC is one of the leading providers in Financial Services.  It is based in Del Mar; CA.  To find more information about Imperial Capital; LLC; please visit www.imperialcapital.com,,,,
Imperial Capital; LLC,www.imperialcapital.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,2001 Us Hwy 46,,Parsippany,United States,NJ,07054-1315,973.394.0623,,Imperial Capital; LLC is one of the leading providers in Financial Services.  It is based in Parsippany; NJ.  To find more information about Imperial Capital; LLC; please visit www.imperialcapital.com,,,,
Impinj; Inc.,www.impinj.com,,$10-50 Million,100-250,Computers & Electronics : Computers & Electronics Other,,,701 N 34th St Ste 300,,Seattle,United States,WA,98103-3414,206.517.5300,,Impinj; Inc. is one of the leading providers in Computers & Electronics.  It is based in Seattle; WA.  To find more information about Impinj; Inc.; please visit www.impinj.com.,,,,
ImpreMedia LLC,www.impremedia.com,,$50-100 Million,100-250,Media & Entertainment : Media & Entertainment Other,,,1 Metrotech Ctr,,Brooklyn,United States,NY,11201-3831,212.807.4700,,; ImpreMedia provides marketers with the most effective platform to reach the rapidly growing and influential Latino market. ; One call places your message directly into the most prestigious papers in the largest U.S. Hispanic markets.   ,,,,
IMS Environment Services,www.imsenv.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,1301 Marsh St,,Norfolk,United States,VA,23523-1735,800.229.4671,,IMS Environment Services is one of the leading providers in Business Services.  It is based in Norfolk; VA.  To find more information about IMS Environment Services; please visit www.imsenv.com.,,,,
International Marine Underwriters,www.imu.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,55 E Main St,,Freehold,United States,NJ,07728-2246,732.431.5100,,International Marine Underwriters is one of the leading providers in Financial Services.  It is based in Freehold; NJ.  To find more information about International Marine Underwriters; please visit www.imu.com,,,,
Incadence Strategic Solutions Corp.,www.incadencecorp.com,,$0-1 Million,0-25,Business Services : Business Services Other,,,10432 Balls Ford Rd,,Manassas,United States,VA,20109,703.552.2810,,Incadence Strategic Solutions Corp. is one of the leading providers in Business Services.  It is based in Manassas; VA.  To find more information about Incadence Strategic Solutions Corp.; please visit www.incadencecorp.com.,,,,
Incapital LLC,www.incapital.com,,$0-1 Million,25-100,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,10875 Plano Rd Ste 123,,Dallas,United States,TX,75238-1367,972.686.6869,,Incapital LLC is one of the leading providers in Healthcare; Pharmaceuticals; & Biotech.  It is based in Dallas; TX.  To find more information about Incapital LLC; please visit www.incapital.com,,,,
Indeed,www.indeed.com,,$10-50 Million,50K-100K,Software & Internet : Software & Internet Other,,,177 Broad St Fl 6th,,Stamford,United States,CT,06901-2064,203.487.0451,,Indeed is one of the leading providers in Software & Internet.  It is based in Stamford; CT.  To find more information about Indeed; please visit www.indeed.com.,,,,
Indeed,www.indeed.com,,$10-50 Million,50K-100K,Software & Internet : Software & Internet Other,,,177 Broad St Fl 6th,,Stamford,United States,CT,06901-2064,203.487.0451,,Indeed is one of the leading providers in Software & Internet.  It is based in Stamford; CT.  To find more information about Indeed; please visit www.indeed.com.,,,,
Independence State Bank,www.independencestatebank.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,320 W Kennedy Blvd Ste 250,,Tampa,United States,FL,33606-1468,813.253.2388,,Independence State Bank is one of the leading providers in Financial Services.  It is based in Tampa; FL.  To find more information about Independence State Bank; please visit www.independencestatebank.com,,,,
IndexIQ Inc,www.indexiq.com,,$10-50 Million,25-100,Computers & Electronics : Computers & Electronics Other,,,800 Westchester Ave Ste n611,,Rye Brook,United States,NY,10573-1381,888.934.0777,,IndexIQ Inc is one of the leading providers in Computers & Electronics.  It is based in Rye Brook; NY.  To find more information about IndexIQ Inc; please visit www.indexiq.com.,,,,
Indiana Business Bank,www.indianabb.com,,$10-50 Million,25-100,Financial Services : Financial Services Other,,,4 Falls Corporate Ctr,,Conshohocken,United States,PA,19428-2950,610.260.6400,,Indiana Business Bank is one of the leading providers in Financial Services.  It is based in Conshohocken; PA.  To find more information about Indiana Business Bank; please visit www.indianabb.com,,,,
Indiana Historical Society,www.indianahistory.org,,$10-50 Million,100-250,Education : Education Other,,,450 W Ohio St,,Indianapolis,United States,IN,46202-3269,317.234.3683,,Indiana Historical Society is one of the leading providers in Education.  It is based in Indianapolis; IN.  To find more information about Indiana Historical Society; please visit www.indianahistory.org,,,,
Indiana Regional Medical Center,www.indianarmc.org,,$100-250 Million,0-25,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,835 Hospital Rd,,Indiana,United States,PA,15701-3629,724.357.7000,,Indiana Regional Medical Center is the only regional hospital that offers a dedicated Center for Wound Healing to help heal chronic wounds as well as Hyperbaric Oxygen Therapy for non-healing wounds.        ,,,,
City of Indianapolis,www.indygov.org,,$0-1 Million,1K-10K,Government : Government Other,,,200 E Washington St Ste 2501,,Indianapolis,United States,IN,46204-3333,317.327.3200,,City of Indianapolis is one of the leading providers in Government.  It is based in Indianapolis; IN.  To find more information about City of Indianapolis; please visit www.indygov.org.,,,,
Indianapolis Opera,www.indyopera.org,,$0-1 Million,0-25,Consumer Services : Consumer Services Other,,,250 E 38th St,,Indianapolis,United States,IN,46205-2644,317.283.3531,,Indianapolis Opera is one of the leading providers in Consumer Services.  It is based in Indianapolis; IN.  To find more information about Indianapolis Opera; please visit www.indyopera.org.,,,,
Inetz Corp,www.inetz.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,675 S 400 E,,Salt Lake City,United States,UT,84111-3926,801.415.2500,,Inetz Corp is one of the leading providers in Business Services.  It is based in Salt Lake City; UT.  To find more information about Inetz Corp; please visit www.inetz.com.,,,,
Infineon Technologies AG,www.infineon.com,,> $1 Billion,10K-50K,Computers & Electronics : Computers & Electronics Other,,,640 N Mccarthy Blvd,,Milpitas,United States,CA,95035-5113,408.956.8960,,Infineon Technologies AG; Munich; Germany; offers semiconductor and system solutions for the automotive and industrial sectors; for applications in the wired communications markets; secure mobile solutions as well as memory products.        ,,,,
Infinetwork LLC,www.infinetwork.com,,$0-1 Million,0-25,Business Services : Business Services Other,,,3401 Tamiami Trl N Ste 210,,Naples,United States,FL,34103-3746,239.263.4454,,Infinetwork LLC is one of the leading providers in Business Services.  It is based in Naples; FL.  To find more information about Infinetwork LLC; please visit www.infinetwork.com.,,,,
Infinite Conferencing,www.infiniteconferencing.com,,$1-10 Million,0-25,Business Services : Business Services Other,,,100 Morris Ave Ste 302,,Springfield,United States,NJ,07081-1423,973.671.0040,,Infinite Conferencing is one of the leading providers in Business Services.  It is based in Springfield; NJ.  To find more information about Infinite Conferencing; please visit www.infiniteconferencing.com.,,,,
Infinite Conferencing,www.infiniteconferencing.com,,$1-10 Million,0-25,Business Services : Business Services Other,,,100 Morris Ave Ste 302,,Springfield,United States,NJ,07081-1423,973.671.0040,,Infinite Conferencing is one of the leading providers in Business Services.  It is based in Springfield; NJ.  To find more information about Infinite Conferencing; please visit www.infiniteconferencing.com.,,,,
Infinity Direct,www.infinitydirect.com,,$10-50 Million,25-100,Business Services : Business Services Other,,,13220 County Road 6 Ste 200,,Minneapolis,United States,MN,55441-3823,763.559.1111,,Infinity Direct is one of the leading providers in Business Services.  It is based in Minneapolis; MN.  To find more information about Infinity Direct; please visit www.infinitydirect.com.,,,,
Infinity Healthcare,www.infinityhealthcare.com,,$1-10 Million,0-25,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,111 E Wisconsin Ave Ste 2100,,Milwaukee,United States,WI,53202-4809,414.290.6700,,Infinity HealthCare ( IHC) currently provides emergency physician and radiologist staffing; using board certified and residency trained professionals; for emergency medicine and radiology departments at eighteen hospitals and regional medical centers in       ,,,,
Inflexxion Inc,www.inflexxion.com,,$1-10 Million,0-25,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,320 Needham St,,Newton Upper Falls,United States,MA,02464-1592,617.332.6028,,Inflexxion Inc is one of the leading providers in Healthcare; Pharmaceuticals; & Biotech.  It is based in Newton Upper Falls; MA.  To find more information about Inflexxion Inc; please visit www.inflexxion.com,,,,
InfoCision Management Corporation,www.infocision.com,,$100-250 Million,1K-10K,Telecommunications : Telecommunications Other,,,325 Springside Dr,,Akron,United States,OH,44333-2434,330.668.1400,,Since InfoCision was founded in 1982; it has embodied the meaning of community involvement. We put a lot of thought into choosing locations for our call centers and once we move into a community; we are fully committed to it.                           ,,,,
Infogix; Inc.,www.infogix.com,,$10-50 Million,250-1000,Business Services : Business Services Other,,,1240 E Diehl Rd Ste 300,,Naperville,United States,IL,60563-4802,630.505.1800,,Founded in 1982; Infogix provides software that assures the accuracy of the information that you need to meet today's complex compliance; operational risk; and corporate governance challenges.            ,,,,
infoGROUP / InfoUSA,www.infogroup.com,,$250-500 Million,100-250,Business Services : Business Services Other,,,5711 S 86th Cir,,Omaha,United States,NE,68127-4146,402.593.4500,,infoGROUP Inc; (infoGROUP) is a provider of sales leads; mailing lists; direct marketing; database marketing; e-mail marketing and market research solutions. The Company operates three principal business groups or segments.         ,,,,
InfoPro Inc,www.infopro.net,,$1-10 Million,25-100,Business Services : Business Services Other,,,8200 Greensboro Dr,,Mc Lean,United States,VA,22102-3892,703.226.2520,,InfoPro; founded in 1989 by Sue Graham; has achieved success in supporting a variety of Government organizations by adhering to a fundamental approach to doing business.             ,,,,
Informa Research Services; Inc.,www.informars.com,,$10-50 Million,100-250,Business Services : Business Services Other,,,26565 Agoura Rd Ste 300,,Calabasas,United States,CA,91302-1942,818.880.8877,,Since 1983; Informa Research Services; Inc.; has provided strategic direction through competitive intelligence. We conduct daily surveys of deposit; consumer loan; mortgage loan; credit cards; and indirect loan/lease products.          ,,,,
Information Experts; Inc.,www.informationexperts.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,11425 Isaac Newton Sq S,,Reston,United States,VA,20190-5026,703.787.9100,,Information Experts; Inc. is one of the leading providers in Business Services.  It is based in Reston; VA.  To find more information about Information Experts; Inc.; please visit www.informationexperts.com.,,,,
Informative Research Inc.,www.informativeresearch.com,,$1-10 Million,0-25,Financial Services : Financial Services Other,,,357 E Winslow Rd,,Bloomington,United States,IN,47401-7327,812.337.9771,,Informative Research Inc. is one of the leading providers in Financial Services.  It is based in Bloomington; IN.  To find more information about Informative Research Inc.; please visit www.informativeresearch.com,,,,
Informative Research Inc.,www.informativeresearch.com,,$50-100 Million,1K-10K,Financial Services : Financial Services Other,,,13030 Euclid St,,Garden Grove,United States,CA,92843-1334,714.638.2855,,Informative Research was founded in 1946 to provide investigative and background research services to reduce the risk faced by the banking and lending industry.               ,,,,
InfoTrust Inc,www.infotrustgroup.com,,$1-10 Million,0-25,Business Services : Business Services Other,,,17671 Cowan Ste 200,,Irvine,United States,CA,92614-6078,949.474.4200,,InfoTrust Inc is one of the leading providers in Business Services.  It is based in Irvine; CA.  To find more information about InfoTrust Inc; please visit www.infotrustgroup.com,,,,
InfoTrust Inc,www.infotrustgroup.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,17671 Cowan Ste 200,,Irvine,United States,CA,92614-6078,949.474.4200,,InfoTrust Inc is one of the leading providers in Business Services.  It is based in Irvine; CA.  To find more information about InfoTrust Inc; please visit www.infotrustgroup.com.,,,,
InfoVista Corp.,www.infovista.com,,$10-50 Million,100-250,Computers & Electronics : Computers & Electronics Other,,,12950 Worldgate Dr,,Herndon,United States,VA,20170-6001,703.435.2435,,InfoVista Corp. is one of the leading providers in Computers & Electronics.  It is based in Herndon; VA.  To find more information about InfoVista Corp.; please visit www.infovista.com.,,,,
