First Name,Last Name,Title,Company Name,Headline,What Happened,About Person,About Company
Jerry,Clever,Chief Technology Officer,Alcane,Jerry Clever was Appointed as Chief Technology Officer at Alcane,Lutherville; MD-based Alcane appointed Jerry Clever as Chief Technology Officer.,Before Alkane; Dr. Clever's JEDB Associates supported alternative; renewable energy technologies to maximize the value of sustainability -- making environmental excellence; energy innovation; and social responsibility drivers for increased reliance and energy independence.,
Gary,Baxter,Chief Information Officer,ING Insurance US,Gary Baxter was Promoted to Chief Information Officer at ING Insurance US,Atlanta; GA-based ING Insurance US promoted Gary Baxter to Chief Information Officer.,Baxter joined ING having over 25 years of experience in information systems; most recently with The Hartford Financial Services Group. ,ING is a global financial institution of Dutch origin offering banking; investments; life insurance and retirement services to over 85 million residential; corporate and institutional clients in more than 40 countries. 
Barry,Thompson,Chief Technology Officer,Tervela Inc.,Barry Thompson was Promoted to Chief Technology Officer at Tervela Inc.,New York; NY-based Tervela Inc. promoted Barry Thompson to Chief Technology Officer.,Barry Thompson was previously SVP of Worldwide Sales and Business Development.,Founded in 2004; Tervela delivers the next-generation communications  infrastructure - the Message Network(tm). This platform was designed and  engineered to exceed the information dissemination and processing  requirements of the world's most demanding financial services  institutions.
Barry,Snyder,Chief Technology Officer,H.B. Fuller Company,Barry Snyder was Appointed as Chief Technology Officer at H.B. Fuller Company,Vadnais Heights; MN-based H.B. Fuller Company appointed Barry Snyder as Chief Technology Officer.,Barry Snyder was previously the Global technology director for the emulsions/PVOH business unit at Bryn Mawr.,HB Fuller Welcome to the world of H.B. Fuller! Our company is a leading provider of specialty chemical products and solutions used to create hundreds of brand name goods across the globe.
Barry,Skirble,Chief Technology Officer,Four Rivers Software Systems,Barry Skirble was Appointed as Chief Technology Officer at Four Rivers Software Systems,Pittsburgh; PA-based Four Rivers Software Systems appointed Barry Skirble as Chief Technology Officer.,Barry Skirble was previously the Chief Information Officer at Aethon.,Four Rivers is focused on delivering CMMS solutions to the healthcare industry.
Barry,Klawans,Chief Technology Officer,Hyperic,Barry Klawans was Appointed as Chief Technology Officer at Hyperic,Palo Alto; CA-based Hyperic appointed Barry Klawans as Chief Technology Officer.,Barry Klawans was previously a Chief Technology Officer with JasperSoft,Hyperic is a division of VMWare; an open source systems monitoring; server monitoring; and IT management software.
Barbara,Zeller,Chief Information Officer,Nicor,Barbara Zeller was Appointed as Chief Information Officer at Nicor,Naperville; IL-based Nicor appointed Barbara Zeller as Chief Information Officer.,Barbara Zeller was previously the vice president for Nicor Gas.,Nicor Inc. (NYSE: GAS) is a holding company and is a member of the Standard & Poor’s 500 Index. Its primary business is Nicor Gas; one of the nation’s largest natural gas distribution companies.
Barbara,Carlini,Chief Information Officer,Dean Foods Company,Barbara Carlini was Appointed as Chief Information Officer at Dean Foods Company,Dallas; TX-based Dean Foods Company appointed Barbara Carlini as Chief Information Officer.,Barbara Carlini was previously the CIO Mobile Devices at Motorola.,As the dairy industry leader in the United States; Dean Foods Company sells milk and a full range of related products under more than 50 well-known local and regional brands; and a wide array of private labels.
Bahman,Koohestani,Chief Technology Officer,NexTag,Bahman Koohestani was Appointed as Chief Technology Officer at NexTag,San Mateo; CA-based NexTag appointed Bahman Koohestani as Chief Technology Officer.,Bahman Koohestani was previously a vice president of product development at PayPal,NexTag is the leading comparison shopping site for products; education; financial services; travel; and more. At the core of NexTag are proprietary technologies and algorithms that enable shoppers to quickly compare prices and find great deals on millions of products and services.
Avram,Kornberg,Chief Information Officer,MF Global,Avram Kornberg was Appointed as Chief Information Officer at MF Global,Kansas; MO-based MF Global appointed Avram Kornberg as Chief Information Officer.,Avram Kornberg was previously the Principal at Stratecution Consulting; LLC.,MF Global is a world leader in execution and clearing services for exchange-traded and over-the-counter derivative products as well as for non-derivative foreign exchange; equities; and fixed-income products in the cash market.
Ave,Wrigley,Chief Technology Officer,TagMan,Ave Wrigley was Appointed as Chief Technology Officer at TagMan,New York; NY-based TagMan appointed Ave Wrigley as Chief Technology Officer.,Ave joined Tagman as CTO after spending 10 years as Head of Technology at ITN ON. During his time there ITN ON has grown into a market leader in video content for web and mobile; supplying Yahoo; MSN; The Telegraph; The Daily Mail; ITV and Channel 4; Vodafone; O2; Orange; and many others. ITN ON recently released a market leading video news app for the iPhone; and has developed one of the UK's top 3 youtube channels.,TagMan (www.TagMan.com); the first independent tag and pixel management system; was built and developed by web analytics pioneer Paul Cook as a solution to the problems of implementing new tracking tags on advertiser websites. TagMan has revealed that up to 25% of a typical e-commerce advertiser's commissions are duplicates.  TagMan's universal tag solution  instantly deduplicates sales and attribute credit in real time across ALL online channels so that for every $1 spent with TagMan; clients see up to a $41 return on their investments.
Auzzie,Kennedy,Deputy Chief Information Officer,First Horizon,Auzzie Kennedy was Appointed as Deputy Chief Information Officer at First Horizon,Memphis; TN-based First Horizon appointed Auzzie Kennedy as Deputy Chief Information Officer.,Auzzie Kennedy was previously the Lieutenant Colonel at U.S. Army.,First Horizon National Corporation operates as a holding company for First Tennessee Bank National Association; which provides various financial services in the United States.
Keith,Cox,Chief Technology Officer,A.D.A.M.,Keith Cox was Appointed as Chief Technology Officer at A.D.A.M.,Atlanta; GA-based A.D.A.M. appointed Keith Cox as Chief Technology Officer.,Atlanta-based A.D.A.M. appointed Microsoft veteran Keith Cox as CTO,A.D.A.M. is a leading provider of health information and benefits technology solutions to healthcare organizations; employers; consumers; and educational institutions.
Asish,Kumar,Chief Technology Officer,InstaCarma,Asish Kumar was Appointed as Chief Technology Officer at InstaCarma,Peoria; AZ-based InstaCarma appointed Asish Kumar as Chief Technology Officer.,Asish is an Enterprise Architect and IT Evangelist having 22 yrs of IT Industry exposure. He has experience in Enterprise Architecture Consulting and Solution Delivery. He has worked with fortune companies like IBM; GE; LG etc. Asish holds a Master's degree in Mathematics with Computer Science as a Specialization from the prestigious IIT (Indian Institute of Technology; Kharagpur).,InstaCarma (http://www.instacarma.com); an enterprise class solutions provider for the Hosting industry
Ashley,Saddul,Chief Technology Officer,Recruiter.com,Ashley Saddul was Appointed as Chief Technology Officer at Recruiter.com,New York; NY-based Recruiter.com appointed Ashley Saddul as Chief Technology Officer.,Ashley Saddul was President and CEO of Impressive Domains; a domain brokerage firm which he founded in 2005. He acquired a large portfolio of premium domains; including Recruiter.com. ,RecruitingBlogs is a social network and community for recruiters and HR professionals established in 2007. The company focuses on delivering useful services and content to recruitment professionals such as recruiter and HR jobs; recruiting articles and videos; HR and Recruitment software resources; and professional networking. 
Ashish,Sanghrajka,Chief Technology Officer,Hitachi America,Ashish Sanghrajka was Appointed as Chief Technology Officer at Hitachi America,Brisbane; CA-based Hitachi America appointed Ashish Sanghrajka as Chief Technology Officer.,Ashish Sanghrajka was previously the Director; Enterprise Business Solutions at Hitachi America Ltd,Hitachi; Ltd.; (NYSE: HIT / TSE: 6501); headquartered in Tokyo; Japan; is a leading global electronics company with approximately 360;000 employees worldwide. Fiscal 2009 (ended March 31; 2010) consolidated revenues totaled 8;968 billion yen ($96.4 billion). 
Asher,Shiratzky,Chief Technology Officer,ooVoo,Asher Shiratzky was Appointed as Chief Technology Officer at ooVoo,New York; NY-based ooVoo appointed Asher Shiratzky as Chief Technology Officer.,Asher Shiratzky was previously the cto at radvision.,ooVoo provides a high-quality video communication service that delivers a more meaningful way for people to call and connect over the Internet.
Asheesh,Barman,Chief Information Officer,Acutrack,Asheesh Barman was Appointed as Chief Information Officer at Acutrack,Livermore; CA-based Acutrack appointed Asheesh Barman as Chief Information Officer.,Asheesh Barman was previously Executive Vice President at Acutrack; Inc,Founded in 1992; Acutrack provides print; media; and fulfillment solutions.   We have helped thousands of organizations design; manufacture; package and distribute their software; video; educational and multi-media content worldwide.
Asad,Khan,Chief Technology Officer,Kent Displays,Asad Khan was Appointed as Chief Technology Officer at Kent Displays,Kent; OH-based Kent Displays appointed Asad Khan as Chief Technology Officer.,Asad Khan was previously the Vice President of Technology and as a member of the Executive Committee at Kent Displays.,Founded in 1993; Kent Displays; Inc. is a world leader in the research; development and manufacture of Reflex No Power LCDs for unique; sustainable applications including electronic skins; writing tablets; smartcards and eReaders.
Sabri,Sansoy,Chief Technology Officer,Worlize,Sabri Sansoy was Appointed as Chief Technology Officer at Worlize,Los Angeles; CA-based Worlize appointed Sabri Sansoy as Chief Technology Officer.,As former CTO for entertainment and gaming powerhouse Animax Entertainment; Sansoy has led the development of next generation MMORPGs and virtual worlds; as well as orchestrated original game development; publishing and infrastructure.,Worlize; your world realized; is a user created social gaming and chat platform connected across major social networks; including Facebook; MySpace and Twitter. Worlize allows users to immerse themselves in graphical chat and gaming environments that they or their friends have created. 
Jeffrey,Sorenson,Chief Information Officer, Defense Information Systems Agency ,Jeffrey Sorenson Retired as Chief Information Officer at  Defense Information Systems Agency ,Falls Church; VA-based  Defense Information Systems Agency  announced retirement of Jeffrey Sorenson as Chief Information Officer.,As Army CIO Sorenson has championed the modernization of military IT; and has been a vocal proponent and force behind the Army's Land Warfare Network; that service's portion of the military's Global Information Grid.,DISA is a Combat Support Agency comprised of 16;000 people - military; federal civilian; and our contractor partners.  
Michael,Miller,Chief Technology Officer,Ezyield.Com Inc,Michael Miller was Appointed as Chief Technology Officer at Ezyield.Com Inc,Altamonte Springs; FL-based Ezyield.Com Inc appointed Michael Miller as Chief Technology Officer.,As a former senior engineer for the Walt Disney World Company in the 1990s; Miller is perhaps best known as one of the inventors of Disney FastPass; a revolutionary queuing technology that has since become a staple at Disney theme parks around the world. He was also on the founding team of Leap Frog International; a popular line of interactive; technology based educational products and applications.,Since introducing the worlds first automated channel management solution in 2002; EZYield.com has remained the undisputed leader in online distribution technology for the global hospitality industry. Today; over 2;600 hotels in 72 countries utilize EZYield.coms award winning; advanced channel management software to streamline the distribution of rates and inventory to over 450 forward distribution channels in multiple languages and 168 currencies.
Arun,Jaura,Chief Technology Officer,Eaton,Arun Jaura was Appointed as Chief Technology Officer at Eaton,Cleveland; OH-based Eaton appointed Arun Jaura as Chief Technology Officer.,Arun Jaura was previously the Group chief technology officer at Mahindra and Mahindra,Eaton fully recognizes the importance of the Indian Subcontinent as an area of ripening opportunity.
Arthur,Van Hoff,Chief Technology Officer,Flipboard,Arthur Van Hoff was Appointed as Chief Technology Officer at Flipboard,Palo Alto; CA-based Flipboard appointed Arthur Van Hoff as Chief Technology Officer.,Arthur van Hoff was the co-founder of Ellerdale prior to the acquisition by Flipboard,Flipboard is the world?s first social magazine. Inspired by the beauty and ease of print media; Flipboard?s mission is to fundamentally improve how people discover; view and share content across their social networks. Start reading your magazine by downloading Flipboard at www.flipboard.com. The company is based in Palo Alto; California. 
Arthur,Orduna,Chief Technology Officer,Canoe Ventures,Arthur Orduna was Appointed as Chief Technology Officer at Canoe Ventures,New York; NY-based Canoe Ventures appointed Arthur Orduna as Chief Technology Officer.,Arthur Ordu??as previously SVP Policy & Product at Advance/Newhouse Communications.,Canoe is a joint venture created by the six leading cable operators.
Arthur,Fullerton,Director of Technology,Zig,Arthur Fullerton was Appointed as Director of Technology at Zig,Toronto; AL-based Zig appointed Arthur Fullerton as Director of Technology.,Arthur Fullerton was previously the director of technology at Fuse Marketing Group for clients including CIBC; Research in Motion; Sony Canada; Telus; Mercedes-Benz Canada and Canadian Tire.,Fellow MDC Partners network firms Crispin Porter + Bogusky and Zig have joined forces creating CP+B Canada. The new firm will operate solely as a CP+B office. 
Arthur,Smith,Chief Information Officer,Ciena,Arthur Smith Resigned as Chief Information Officer at Ciena,Linthicum Heights; MD-based Ciena accepted resignation of Arthur Smith as Chief Information Officer.,Arthur D. Smith; Ph.D. joined Ciena in May 1997 and has served as Chief Operating Officer since October 2005. Dr. Smith served as Senior Vice President; Global Operations from September 2003 to October 2005. Previously; Dr. Smith served as Senior Vice President; Worldwide Customer Services and Support from June 2002 to September 2003.,Ciena specializes in high-performance network systems; software and professional services to transition today's networks for delivering more profitable IP-based services; leveraging carrier-class Ethernet; optical transport network (OTN); integrated control plane and service-layer managementCiena - The Network Specialist - Network Solutions for Optical. 
Arthur,Huenecke,Chief Information Officer,IPC; Inc.,Arthur Huenecke was Appointed as Chief Information Officer at IPC; Inc.,Bannockburn; IL-based IPC; Inc. appointed Arthur Huenecke as Chief Information Officer.,Art Huenecke was previously the Integrated Business Applications Manager at Elkay Manufacturing,IPC (www.IPC.org) is a global trade association based in Bannockburn; Ill.; dedicated to the competitive excellence and financial success of its 2;700 member companies which represent all facets of the electronics industry; including design; printed board manufacturing; electronics assembly and test.
Art,Glasgow,Chief Technology Officer,Igenix,Art Glasgow was Promoted to Chief Technology Officer at Igenix,Eden Prairie; MN-based Igenix promoted Art Glasgow to Chief Technology Officer.,Art Glasgow was previously the SVP & GM; Health Information Networks at Ingenix ,IGeneX Inc. is a Reference Laboratory specializing in State-of-the-Art Clinical and Research Testing for Lyme Disease and Associated Tick-borne Diseases.
Arnold,Boyle,Chief Technology Officer,Cal Bay Controls,Arnold Boyle was Appointed as Chief Technology Officer at Cal Bay Controls,Napa; CA-based Cal Bay Controls appointed Arnold Boyle as Chief Technology Officer.,Arnold Boyle was previously the Co-founder of several energy related companies.,Cal-Bay Systems is a value-added provider for the test; measurement; and automation industry.
Arnold,Kaplan,Director of Information Services,Truly Nolen of America,Arnold Kaplan was Promoted to Director of Information Services at Truly Nolen of America,Tucson; AZ-based Truly Nolen of America promoted Arnold Kaplan to Director of Information Services.,Arnie Kaplan was previously the District manager at Truly Nolen of America.,Founded in 1938; Tucson; Arizona-based Truly Nolen of America is one of the largest family owned pest control companies in the United States.
Arne,Jokela,Chief Technology Officer,Fotolog,Arne Jokela was Appointed as Chief Technology Officer at Fotolog,New York; NY-based Fotolog appointed Arne Jokela as Chief Technology Officer.,Arne Jokela was previously the VP of Technology at American Express Publishing. ,One of the worlds most active photo-blogging communities; Fotolog is an ever-evolving social network where over 20 million members communicate and connect through photographs.
Jack,Armstrong,Chief Information Officer,Polymer Enterprises,Jack Armstrong was Promoted to Chief Information Officer at Polymer Enterprises,Greensburg; PA-based Polymer Enterprises promoted Jack Armstrong to Chief Information Officer.,Armstrong has been with the corporation for 37 years; most recently serving as manager of data processing.,Polymer Enterprise is an ISO 9001:2000 company specialising in rubber compound and components.
Aristides,Smith,Chief Information Officer,Next Generation Logistics,Aristides Smith was Appointed as Chief Information Officer at Next Generation Logistics,Inverness; IL-based Next Generation Logistics appointed Aristides Smith as Chief Information Officer.,Aristedes Smith was previously the Executive Vice President of Operations at Staley Continental. ,Next Generation Logistics; Inc. (NGL) founded in 1988; is now a 21 year young; experienced supply chain organization. 
Ariel,Tseitlin,Vice President of Technology,Sungevity,Ariel Tseitlin was Appointed as Vice President of Technology at Sungevity,Berkeley; CA-based Sungevity appointed Ariel Tseitlin as Vice President of Technology.,Ariel Tseitlin was previously VP Engineering at Playboox Senior Director at Oracle.,Sungevity specializes in the design; installation; financing; and maintenance of home solar systems and is proving that going solar is easy; a good investment; and a viable way to reduce carbon emissions.
Aref,Matin,Chief Technology Officer,Tele Atlas,Aref Matin was Appointed as Chief Technology Officer at Tele Atlas,Lebanon; NH-based Tele Atlas appointed Aref Matin as Chief Technology Officer.,Aref Matin was previously SVP Engineering & Operations at Millenial Net - Acquired by Festo Medical Systems,Tele Atlas delivers the digital maps and dynamic content that power many of the worlds most essential navigation and location-based services (LBS). Today; Tele Atlas maps are developed with the insight of a community of millions of GPS system users worldwide; who are adding to the companys unmatched network of sources to track and validate changes in real time; and deliver the best digital maps and dynamic content. 
Antoine,Agassi,Chief Information Officer,Cogent Healthcare,Antoine Agassi was Appointed as Chief Information Officer at Cogent Healthcare,Irvine; CA-based Cogent Healthcare appointed Antoine Agassi as Chief Information Officer.,Antoine Agassi was previously the Past-Chair of the Governor eHealth Council at State of Tennessee,For more than a decade; Cogent Healthcare has been the leader in developing and managing hospital medicine programs for hospitals nationwide.
Antii,Huima,Chief Technology Officer,Conformiq,Antii Huima Resigned as Chief Technology Officer at Conformiq,Saratoga; CA-based Conformiq accepted resignation of Antii Huima as Chief Technology Officer.,Antii Huima was promoted to CEO of Conformiq,Privately held Conformiq was founded in Finland and is headquartered in Saratoga with offices in Germany; Finland and Sweden.
Anthony,Mazzacano,Chief Information Officer,Monarch Recovery Management,Anthony Mazzacano was Appointed as Chief Information Officer at Monarch Recovery Management,Philadelphia; PA-based Monarch Recovery Management appointed Anthony Mazzacano as Chief Information Officer.,Anthony Mazzacano was previously the CIO at Monarch Recovery Management.,Monarch is equipped with a state-of-the-art call management system which focuses on providing optimal account management with minimized intervention.
Anthony,Jones,Chief Technology Officer,New Orleans,Anthony Jones Resigned as Chief Technology Officer at New Orleans,New Orleans; LA-based New Orleans accepted resignation of Anthony Jones as Chief Technology Officer.,Anthony Jones was previously the Director of management information services at New Orleans.,New Orleans is striving to make all City programs; services and facilities accessible to all persons; especially those with disabilities.
Anthony,Cuva,Chief Information Officer,One Call Medical,Anthony Cuva was Appointed as Chief Information Officer at One Call Medical,Parsippany; NJ-based One Call Medical appointed Anthony Cuva as Chief Information Officer.,anthony cuva was previously the CTO at CIGNA.,One Call Medical; Inc.; (OCM) was established in 1993 as a specialized Preferred Provider Organization; offering a nationwide; credentialed; high-quality and reduced-cost MRI / CT / EMG service for the Workers Compensation; Group Health and Auto Insurance Industries.
Anthony,Christie,Chief Technology Officer,Global Crossing,Anthony Christie was Appointed as Chief Technology Officer at Global Crossing,Florham Park; NJ-based Global Crossing appointed Anthony Christie as Chief Technology Officer.,Anthony Christie was previously Managing Director GCUK/EMEA at Global Crossing.,Global Crossing was founded in 1997 based on the concept and promise of the IP convergence of voice; data and video traffic.
Annette,Flowers,Director of Information Technology,City of Richmond,Annette Flowers was Appointed as Director of Information Technology at City of Richmond,Richmond; VA-based City of Richmond appointed Annette Flowers as Director of Information Technology.,Annette Flowers was previously City of Richmond; British Columbia; Canada   Richmond is a culturally diverse and geographically unique community centrally located on Canada's West Coast; in Metro Vancouver; 20 minutes from Downtown Vancouver; and 25 minutes from the US border.,Interim; IT Director; Manager of Application Solutions; Project Leader at City of Richmond.
Anne,Margulies,Chief Information Officer,State of Massachusetts,Anne Margulies Resigned as Chief Information Officer at State of Massachusetts,Chelsea; MA-based State of Massachusetts accepted resignation of Anne Margulies as Chief Information Officer.,Anne Margulies has held the top IT spot in Massachusetts for almost three years. Margulies was at Harvard from 1986 to 1998; holding positions including assistant provost and executive director of information systems. More recently; she was the executive director of the Massachusetts Institute of Technology's OpenCourseWare.,Massachusetts had an estimated 2009 population of 6;593;587.As of 2000; Massachusetts was estimated to be the third most densely populated U.S. state; with 809.8 per square mile; behind New Jersey and Rhode Island.
Anne,Margulies,Chief Information Officer,Harvard University,Anne Margulies was Appointed as Chief Information Officer at Harvard University,Boston; MA-based Harvard University appointed Anne Margulies as Chief Information Officer.,Anne Margulies has held the top IT spot in Massachusetts for almost three years. Margulies was at Harvard from 1986 to 1998; holding positions including assistant provost and executive director of information systems. More recently; she was the executive director of the Massachusetts Institute of Technology's OpenCourseWare.,Harvard College was established in 1636 by vote of the Great and General Court of Massachusetts Bay Colony; and was named for its first benefactor; John Harvard of Charlestown; a young minister who upon his death in 1638; left his library and half his estate to the new institution.
Anil,Jwalanna,Chief Technology Officer,iCharts,Anil Jwalanna was Appointed as Chief Technology Officer at iCharts,Sunnyvale; CA-based iCharts appointed Anil Jwalanna as Chief Technology Officer.,Anil Jwalanna was previously the Assistant Vice President of Enterprise Architecture and IT Application Services for Fireman's Fund Insurance Company; an Allianz Company. ,iCharts is the leader in interactive visual reporting solutions; we make it simple to explore; create and distribute interactive visual reports from market research and survey data. 
Anil,Goel,Chief Technology Officer,HyperQuality,Anil Goel was Appointed as Chief Technology Officer at HyperQuality,Seattle; WA-based HyperQuality appointed Anil Goel as Chief Technology Officer.,Anil Goel was previously Practice Director; IBM and Open Solutions at Sogeti.(Cap Gemini),HyperQuality is an independent quality assurance firm that delivers ROI through: improved customer contacts which help retain and acquire customers; excellence in customer experience through unbiased monitoring and analysis of customer interactions; and improved employee satisfaction.
Angela,Veksler,Chief Information Officer,Washington Federal; Inc.,Angela Veksler was Appointed as Chief Information Officer at Washington Federal; Inc.,Seattle; WA-based Washington Federal; Inc. appointed Angela Veksler as Chief Information Officer.,Angela Veksler was previously the SVP; CIO Corporate Technology at Washington Mutual/JP Morgan Chase,Washington Federal Savings is headquartered in Seattle; Washington; with over 100 branches in Washington; Oregon; Idaho; Nevada; Utah; Texas and Arizona. Operating as a traditional savings and loan; Washington Federal obtains its funds through savings deposits from customers; from repayment of loans and from borrowings and retained earnings.
Angela,Neria,Chief Information Officer,Pittsburg State University,Angela Neria was Appointed as Chief Information Officer at Pittsburg State University,Pittsburg; KS-based Pittsburg State University appointed Angela Neria as Chief Information Officer.,Angela Neria was the Advisory Board Member College of Ed at Pittsburg State University.,University in the southeastern part of Kansas.
Aneesh,Chopra,Federal Chief Technology Officer,Federal Government,Aneesh Chopra was Appointed as Federal Chief Technology Officer at Federal Government,Washington; DC-based Federal Government appointed Aneesh Chopra as Federal Chief Technology Officer.,Aneesh Chopra was previously Secretary of Technology at Commonwealth of Virginia.,The White House is the official residence of the President of the United States; recognized worldwide as a symbol of the prestige of the presidency.
Andrew,Steggles,Chief Operating Officer,Higher Logic,Andrew Steggles was Appointed as Chief Operating Officer at Higher Logic,Washington; DC-based Higher Logic appointed Andrew Steggles as Chief Operating Officer.,Andy Steggles was previously Chief Information Officer at RIMS; Inc.,Higher Logics Connected Community software suite allows not-for-profit organizations to extend the benefits of membership through innovative on-demand tools.
