First Name,Last Name,Title,Company Name,Headline,What Happened,About Person,About Company
Marvin,Adams,Director; Technology and Operations,TIAA CREF,Marvin Adams was Appointed as Director; Technology and Operations at TIAA CREF,New York; NY-based TIAA CREF appointed Marvin Adams as Director; Technology and Operations.,Marvin Adams was previously the Chief Information Officer for Citigroup.,For over 90 years; TIAA-CREF has been helping those in the academic; medical; cultural and research fields plan for and live in retirement.
Martyn,Adamson,Director of Information Technology,Port of Tacoma,Martyn Adamson was Appointed as Director of Information Technology at Port of Tacoma,Tacoma; WA-based Port of Tacoma appointed Martyn Adamson as Director of Information Technology.,Martyn Adamson was previously the Manager of IT technical services at Port of Tacoma.,A major gateway to Asia and Alaska; the Port of Tacoma is among the largest container ports in North America.
Marty,Lippert,Chief Information Officer,Citigroup,Marty Lippert was Appointed as Chief Information Officer at Citigroup,New York; NY-based Citigroup appointed Marty Lippert as Chief Information Officer.,Marty Lippert was previously the Group Head of Global Technology at Royal Bank of Canada.,Backed by nearly 200 years of experience; no other institution can facilitate; implement and execute the range of financial services with which Citi serves its clientsgovernments; institutions; corporations; charities and individuals around the world.
Marty,Lipert,Chief Information Officer,Citigroup,Marty Lipert Resigned as Chief Information Officer at Citigroup,New York; NY-based Citigroup accepted resignation of Marty Lipert as Chief Information Officer.,Marty Lipert was previously the Vice Chairman and Group Head of Global Technology and Operations for Royal Bank of Canada.,Citi; the leading global financial services company; has approximately 200 million customer accounts and does business in more than 160 countries and jurisdictions.
Marty,Hodgett,President,RivalWatch,Marty Hodgett was Appointed as President at RivalWatch,Sunnyvale; CA-based RivalWatch appointed Marty Hodgett as President.,Marty Hodgett was preiously CIO / VP Business Strategy at Orchard Supply Hardware.,RivalWatchs competitive intelligence services deliver online competitive pricing; promotion; and assortment information on a near real-time basis.
Martin,Vlach,Chief Technology Officer,Lynguent Inc,Martin Vlach became Chief Technology Officer at Lynguent Inc,Portland; OR-based Lynguent Inc appointed Martin Vlach as Chief Technology Officer.,Martin Vlach was previously the Founder and former CEO of Lynguent.,Founded in 2001; Lynguent  ; Inc.; a privately held company headquartered in Portland; Ore.; supplies integrated analog and mixed signal (AMS) design development products to the global semiconductor and electronics industries.
Martin,Quessenberry,Chief Technology Officer,American Media Services Interactive,Martin Quessenberry was Appointed as Chief Technology Officer at American Media Services Interactive,Mt. Pleasant; SC-based American Media Services Interactive appointed Martin Quessenberry as Chief Technology Officer.,Martin Quessenberry was previously the Director of New Media.,American Media Services Interactive; LLC; an affiliate company of American Media Services; LLC; is a digital media company whose services include digital media consultation; audio streaming strategies; customized and branded music channels; HD radio formats; work flow solutions and corporate/retail store-casting at point-of-purchase.
Marti,Moore,Vice President of Web Technology,Charter Communications; Inc.,Marti Moore was Appointed as Vice President of Web Technology at Charter Communications; Inc.,Saint Louis; MO-based Charter Communications; Inc. appointed Marti Moore as Vice President of Web Technology.,Marti Moore was previously the Vice President; Technology at Media News Group.,Charter Communications; Inc. is a leading broadband communications company and the third largest publicly traded cable operator in the United States.
Martha,Poulter,Chief Information Officer,GE Capital,Martha Poulter was Promoted to Chief Information Officer at GE Capital,Fairfield; CT-based GE Capital promoted Martha Poulter to Chief Information Officer.,Martha Poulter was most recently the chief information officer of GE Capital's Americas.,GE Capital; Commercial Distribution Finance is a leading financing provider to manufacturers and their distributors.
John ,Marshall,Chief Technology Officer,Urban Mapping,John  Marshall was Appointed as Chief Technology Officer at Urban Mapping,San Francisco; CA-based Urban Mapping appointed John  Marshall as Chief Technology Officer.,Marshall has more than 20 years of entrepreneurial and executive experience in software development and Internet services,Urban Mapping provides geographic data and services to businesses for bigger insights and better decisions.
Marshall,Gibbs,Chief Technology Officer,Targetbase,Marshall Gibbs was Appointed as Chief Technology Officer at Targetbase,Irving; TX-based Targetbase appointed Marshall Gibbs as Chief Technology Officer.,Marshall Gibbs was previously the Chief technology officer and chief information officer for Information Resources; Inc.,Welcome to Targetbase  an agency that uncovers and understands consumer data and translates it into intelligence.
Markus,Thorstvedt,Chief Technology Officer,Fox Entertainment Group (News Corp.),Markus Thorstvedt was Promoted to Chief Technology Officer at Fox Entertainment Group (News Corp.),Los Angeles; CA-based Fox Entertainment Group (News Corp.) promoted Markus Thorstvedt to Chief Technology Officer.,Markus Thorstvedt was previously the CTO at Thumbplay Inc; Head of Product and Technology at Aspiro AB.,Fox International Channels (FIC); a unit on Fox Entertainment Group is the wholly-owned global pay television subsidiary of News Corporation.
Markus,Moenig,Chief Technology Officer,DivX Inc.,Markus Moenig Resigned as Chief Technology Officer at DivX Inc.,San Diego; CA-based DivX Inc. accepted resignation of Markus Moenig as Chief Technology Officer.,Markus Moenig was previously the Senior Vice President DivX; Managing Director MainConcept at DivX; Inc.,DivX; Inc. (NASDAQ: DIVX) is a digital media company that enables consumers to enjoy a high-quality video experience across any kind of device.
Mark,Wilson,vice president of Technology Development,NexMed,Mark Wilson was Appointed as vice president of Technology Development at NexMed,San Diego; CA-based NexMed appointed Mark Wilson as vice president of Technology Development.,Mark Wilson was previously the entrepreneur-in-residence at CONNECT in San Diego. Prior to that; he served for five years as vice president of Business Development at Halozyme Therapeutics.,NexMed; Inc. (NASDAQ: NEXM); due to its recent acquisition of Bio-Quant; Inc.; a revenue-generating specialty contract research organization performing in vitro and in vivo pharmacology services; is now the largest specialty CRO based in San Diego; CA. 
Mark,West,Chief Technology Officer,Raven Industries,Mark West was Promoted to Chief Technology Officer at Raven Industries,Sioux Falls; SD-based Raven Industries promoted Mark West to Chief Technology Officer.,Mark West joined Raven Industries in 1982 and has been the President of Aerostar International since 1986.,With strengths in engineering and technological innovation; Raven provides custom solutions including precision agriculture applications; high performance specialty films; aerostats for communications and surveillance; and electronic manufacturing services.
Mark,Wegleitner,Chief Technology Officer,Verizon Communications,Mark Wegleitner Retired as Chief Technology Officer at Verizon Communications,New York; NY-based Verizon Communications announced retirement of Mark Wegleitner as Chief Technology Officer.,Mark Wegleither previously served as Vice President; Technology & Engineering at Bell Atlantic Network Services; where he was responsible for all technology and engineering functions. And prior to that; he was CTO at Bell Atlantic Network Services. Since joining Bell Atlantic in 1984; he has held a variety of management positions in strategic planning; network architecture; technology development; information systems; research and development; broadband implementation and new services technology. ,Verizon Communications Inc. (NYSE: VZ; NASDAQ: VZ) is an American broadband and telecommunications company and a component of the Dow Jones Industrial Average. It was formed in 1983 as Bell Atlantic as part of the 1984 AT&T breakup into seven Baby Bells. 
Mark,Worsey,Chief Information Officer,GoGrid,Mark Worsey was Appointed as Chief Information Officer at GoGrid,San Francisco; CA-based GoGrid appointed Mark Worsey as Chief Information Officer.,Mark was with Blackhawk Network as the company's CIO & VP Technology and was responsible for driving the technology platform strategy and world-wide network operations for this world leading prepaid and gift card payments processing company. Today; Blackhawk's systems handle the real time activation of gift cards purchased in the majority of grocery retail locations throughout North America. Mark has also held senior technology leadership positions at several industry-changing startups including Xign Corporation and Netscape Communications. Xign delivered revolutionary technology that fully automated financial supply chain operations between large corporations and their vendors. Xign was successfully acquired by JPMorgan Chase. As the VP Engineering & Operations at Netscape; Mark delivered a series of first-time-ever online services including MyNetscape; Netcenter; and the Netscape General Store. Mark?s executive tenure spanned Netscape?s hyper-growth years; acquisition by AOL and subsequently the acquisition of Time Warner. Mark began his career with over a decade of large scale / multi-year systems development initiatives at Andersen Consulting (now Accenture).,GoGrid is a Global Leader in Cloud & Hybrid Infrastructure hosting. GoGrid enables sysadmins; developers; and IT professionals to create; deploy; and control free f5 load balanced cloud infrastructures and complex hosted virtual server networks with full root access/administrative server control. GoGrid physical and virtual server instances maintain industry standard specifications with no requirement to learn proprietary standards. Deploying GoGrid infrastructure takes minutes via a web control panel or GoGrid?s API. GoGrid gives users the control of a familiar datacenter environment with the flexibility and immediate scalability of the cloud. For more information; please visit: http://www.GoGrid.com.
Mark,Vogtner,Vice President of Information Technology,Aspenpointe,Mark Vogtner was Promoted to Vice President of Information Technology at Aspenpointe,Colorado Springs; CO-based Aspenpointe promoted Mark Vogtner to Vice President of Information Technology.,Mark Vogtner was previously the Director; Information Technology at Pikes Peak Behavioral Health Group.,Since 1875; AspenPointe has created help and hope for Colorado residents. We provide a broad range of services to meet individual and family needs in mental health; substance abuse; vocational skills training and employment; education; and restorative justice.
Mark,Tonnesen,Chief Information Officer,McAfee; Inc.,Mark Tonnesen was Appointed as Chief Information Officer at McAfee; Inc.,Santa Clara; CA-based McAfee; Inc. appointed Mark Tonnesen as Chief Information Officer.,Mark Tonnesen was previously the VP IT; CIO at Logitech.,McAfee; Inc.; headquartered in Santa Clara; California; is the world's largest dedicated security technology company.
Mark,Snyder,Chief Technology Officer,Golden Aria,Mark Snyder was Appointed as Chief Technology Officer at Golden Aria,Vancouver; BC-based Golden Aria appointed Mark Snyder as Chief Technology Officer.,Mark Snyder was previously developed a technology for solar powered trailer or bench-mounted water purification units. Read more: http://webcache.googleusercontent.com/search?q=cache:YoTi28pzyi4J:www.faqs.org/sec-lings/100304/Golden-Aria-Corp_8-K/exhibit99-1.htm+Mark+Snyder+golden+aria&cd=3&hl=en&ct=clnk&gl=us&client=firefox-a#ixzz0zdwT6yPc,Golden Aria is evaluating alliances and opportunities on alternative energy projects with low or no carbon emissions that offer longer term sustainable returns on capital investment.
Mark,Smith,Vice president of information technology,Predictive Biosciences,Mark Smith was Appointed as Vice president of information technology at Predictive Biosciences,Lexington; MA-based Predictive Biosciences appointed Mark Smith as Vice president of information technology.,Mark Smith was previously the head of operations for SED Medical Laboratories; where he provided technical support and leadership for the organization's medical facilities. ,Predictive Biosciences is a fully-integrated developer of novel molecular diagnostic cancer assays; 
Mark,Schafer,Chief Technology Officer,Sound Surgical Technologies,Mark Schafer was Appointed as Chief Technology Officer at Sound Surgical Technologies,Louisville; CO-based Sound Surgical Technologies appointed Mark Schafer as Chief Technology Officer.,Mark Schafer was previously the Consulting CTO at OmniSonics Medical Technologies.,At Sound Surgical Technologies LLC; we focus on ultrasonic technologies and next-generation techniques for aesthetic surgery.
Mark,Ryan,Chief Information Officer,Travelport GDS,Mark Ryan was Appointed as Chief Information Officer at Travelport GDS,Parsippany; NJ-based Travelport GDS appointed Mark Ryan as Chief Information Officer.,Mark Ryan was previously the Senior vice president and chief information officer of Atlanta-based Matria Healthcare.,Travelport is a broad-based business services company and a leading provider of critical transaction processing solutions to companies operating in the global travel industry.
Mark,Price,Chief Technology Officer,Akcelerant,Mark Price was Promoted to Chief Technology Officer at Akcelerant,Malvern; PA-based Akcelerant promoted Mark Price to Chief Technology Officer.,Mark Price was previously the computer programmer at Shared Medical Systems; Inc.,Akcelerant provides connected software applications for lending; collection; recovery and sales/service to the financial services industry through multiple product lines and integration to best-of-breed service providers.
Mark,Perlick,Chief Technology Officer,BorgWarner Turbo & Emissions Systems,Mark Perlick Retired as Chief Technology Officer at BorgWarner Turbo & Emissions Systems,Auburn Hills; MI-based BorgWarner Turbo & Emissions Systems announced retirement of Mark Perlick as Chief Technology Officer.,Mark Perlick was previously the Vice President; Technology BorgWarner Inc.,BorgWarner is the recognized leader in advanced products and technologies that satisfy customer needs in powertrain components and systems solutions.
Mark,Palen,Vice President of technical services,Life Care Centers of America,Mark Palen was Appointed as Vice President of technical services at Life Care Centers of America,Cleveland; TN-based Life Care Centers of America appointed Mark Palen as Vice President of technical services.,Mark Palen was previously the Project Manager - Contract at Latimer Group.,Life Care Centers of America is committed to being a premier provider of long-term health care.
Mark,McLaughlin,Chief Technology Officer,MxSecure,Mark McLaughlin was Appointed as Chief Technology Officer at MxSecure,Scottsdale; AZ-based MxSecure appointed Mark McLaughlin as Chief Technology Officer.,Mark McLaughlin was previously on the board; and the Association for Electronic Health Care Transactions.,Recognized by Entrepreneur Magazine as one of ten healthcare companies to watch; MxSecure provides productivity enhancing solutions to thousands of healthcare providers in more than 600 medical facilities nationwide.
Mark,McKinnon,Chief Information Officer,Dedham Institution for Savings,Mark McKinnon was Promoted to Chief Information Officer at Dedham Institution for Savings,Dedham; MA-based Dedham Institution for Savings promoted Mark McKinnon to Chief Information Officer.,Mark McKinnon was previously with the bank for more than 30 years in various positions.,The Dedham Institution for Savings was founded in 1831 by a group of Dedham citizens interested in having a thrift institution in the town. 
Mark,Martinet,Chief Information Officer,Level 3,Mark Martinet was Appointed as Chief Information Officer at Level 3,Broomfield; CO-based Level 3 appointed Mark Martinet as Chief Information Officer.,Mark Martinet was previoudsly CIO BT Business at BT Group.,Business demands it. Level 3 delivers it.   As a leading global provider of telecommunications services; Level 3 Communications; Inc. (NASDAQ: LVLT) delivers a comprehensive portfolio of converged voice; video and data solutions.
Mark,Leary,Chief Information Security Officer,TASK,Mark Leary was Appointed as Chief Information Security Officer at TASK,Los Angeles; CA-based TASK appointed Mark Leary as Chief Information Security Officer.,Mark Leary was previously with Northrop Grumman Corporation; where he served most recently as Director and Deputy Chief Information Security Officer. ,Founded in 1966; TASC; Inc. is the premier; non-conflicted provider of advanced systems engineering; integration and decision-support services to the Intelligence Community; Department of Defense and civilian agencies of the federal government. 
Mark,Kaish,Vice president of technology operations,Cox,Mark Kaish was Appointed as Vice president of technology operations at Cox,Atlanta; GA-based Cox appointed Mark Kaish as Vice president of technology operations.,Mark Kaish was previously vice president of voice development and support.,As the third-largest cable provider in the nation; Cox Communications Inc. is noted for its high-capacity; reliable broadband delivery network and superior customer care.
Mark,Ivie,Chief Technology Officer,MedQuist,Mark Ivie was Appointed as Chief Technology Officer at MedQuist,Mount Laurel; NJ-based MedQuist appointed Mark Ivie as Chief Technology Officer.,Mark Ivie was previously the Director at Lucent.,MedQuist Inc. is a leading provider of medical transcription software technology and services; enabling health systems; hospitals and group medical practices throughout the United States to efficiently manage clinical documentation workflow from voice capture through coding.
Mark,Houser,Chief Technology Officer ,Roomlinx ,Mark Houser was Appointed as Chief Technology Officer  at Roomlinx ,Broomfield ; CO-based Roomlinx  appointed Mark Houser as Chief Technology Officer .,Mark Houser spent 17 years at Multi-Systems; Inc. (MSI); where he held various positions; including Chief Operating Officer and Chief Information Officer. ,Roomlinx is a leading provider of Interactive TV products and premium digital video on demand systems for hotels; resorts; and other properties; utilizing premium content and applications demanded by today's traveler
Mark,Goldin,Chief Technology Officer,Cornerstone OnDemand,Mark Goldin was Appointed as Chief Technology Officer at Cornerstone OnDemand,Santa Monica; CA-based Cornerstone OnDemand appointed Mark Goldin as Chief Technology Officer.,Mark Goldin previously was CTO of Green Dot; a provider of pre-paid debit cards; where he was responsible for application development; IT infrastructure; supply chain and logistics and call center operations. Before that; he held the CTO role at Thomson Elite and DestinationRx.,Cornerstone OnDemand empowers people around the world with on-demand; integrated learning and talent management software and services for connecting; developing and performing in the workplace. Cornerstone's Software-as-a-Service (SaaS)-based solutions span the workforce lifecycle; including onboarding; learning; social networking; compliance; performance; compensation and succession planning.
Mark,Esposito,Chief Information Officer,The Hartford Financial Services Group; Inc.,Mark Esposito was Appointed as Chief Information Officer at The Hartford Financial Services Group; Inc.,Hartford; CT-based The Hartford Financial Services Group; Inc. appointed Mark Esposito as Chief Information Officer.,Mark Esposito was previously the Vice President at Phenix Life.,Celebrating 200 years of helping its customers achieve what's ahead; The Hartford (NYSE: HIG) is an insurance and wealth management company.
Mark,Dajani,Chief Information Officer,Kraft Foods,Mark Dajani was Promoted to Chief Information Officer at Kraft Foods,Northfield; IL-based Kraft Foods promoted Mark Dajani to Chief Information Officer.,Mark Dajani was previously the SVP Global Information Systems at Kraft Foods,With annual revenues of approximately $48 billion; Kraft Foods is a global powerhouse in snacks; confectionery and quick meals. 
Mark,Campbell,Chief Technology Officer,Unitrends,Mark Campbell was Appointed as Chief Technology Officer at Unitrends,Columbia; SC-based Unitrends appointed Mark Campbell as Chief Technology Officer.,Mark Campbell was previously the CEO of mindAmp.,Unitrends' integrated Rapid Recovery System is a complete solution protecting the operating systems; applications and user data on each of your computersservers; laptops and desktopsboth onsite and offsite; fully integrated; and tailored for small- and medium-sized businesses.
Mark,Brunner,Director of Information Technology,Stephens College ,Mark Brunner was Appointed as Director of Information Technology at Stephens College ,Columbia; MO-based Stephens College  appointed Mark Brunner as Director of Information Technology.,Mark Brunner previously was an IT coordinator; supervisor and architect at the Missouri Department of Conservation in Jefferson City for 13 years. ,Stephens College was established in 1833. For more than 175 years; the company  have been educating women to become leaders as well as valuable contributors toward the betterment of our society. 
Mark,Brown,Chief Information Officer,General Growth Properties,Mark Brown was Appointed as Chief Information Officer at General Growth Properties,Chicago; IL-based General Growth Properties appointed Mark Brown as Chief Information Officer.,Mark Brown was previously the Chief Information Officer at Urban Retail Properties.,General Growth Properties; Inc. operates as a self-administered and self-managed real estate investment trust.
Mark,Bowman,Acting Chief Information Officer,Defense Information Systems Agency,Mark Bowman was Appointed as Acting Chief Information Officer at Defense Information Systems Agency,Falls Church; VA-based Defense Information Systems Agency appointed Mark Bowman as Acting Chief Information Officer.,Mark Bowman was previously the director of architecture; operations; networks and space at the Department of the Army.,DISA is a Combat Support Agency comprised of 16;000 people - military; federal civilian; and our contractor partners.
Mark,Bishopp,Chief Information Officer,www.2Checkout.com,Mark Bishopp was Promoted to Chief Information Officer at www.2Checkout.com,Columbus; OH-based www.2Checkout.com promoted Mark Bishopp to Chief Information Officer.,Mark Bishopp was previously the Global CIO/CFO at CL Financial.,Founded in 2000 and based in Columbus; Ohio; 2Checkout.com; Inc. is a global payments solutions provider servicing approximately 60;000 online retailers. 
Mark,Askren,Chief Information Officer,The University of Nebraska,Mark Askren was Appointed as Chief Information Officer at The University of Nebraska,Lincoln; NE-based The University of Nebraska appointed Mark Askren as Chief Information Officer.,Mark Askren was previously the Director of the computing services group.,University of Nebraska is an educational institution that offers undergraduate; graduate; and research programs in the fields of business; social sciences; science; and medicine.
Mario,Pelletier,Chief Technology Officer,Extenway Solutions,Mario Pelletier was Appointed as Chief Technology Officer at Extenway Solutions,Baie-D'Urf; ON-based Extenway Solutions appointed Mario Pelletier as Chief Technology Officer.,Mario Pelletier was previously VP Products NMS Communications,Extenway is a trusted provider of media; connectivity and communications solutions serving the hospitality and althcare industries. The company's services include Interactive Television Solutions; Bedside Terminal Solutions; as well as Internet; entertainment; Content; Marketing; Advertising Media; Education and Integration Solutions. Extenway enables guest-centric organizations get connected; informed and entertained. For more information; visit www.extenway.com.
Mario,Leone,Chief Information Officer,Ingram Micro Inc.,Mario Leone was Appointed as Chief Information Officer at Ingram Micro Inc.,Santa Ana; CA-based Ingram Micro Inc. appointed Mario Leone as Chief Information Officer.,Mario Leone was previously the Chief Information Officer; SVP at Federal-Mogul.,Ingram Micro Inc. is the worlds largest technology distributor and a leading technology sales; marketing and logistics company.
Mario,Cruz,Chief Technology Officer,Grass Roots,Mario Cruz was Appointed as Chief Technology Officer at Grass Roots,Miami; FL-based Grass Roots appointed Mario Cruz as Chief Technology Officer.,Mario Cruz was previously CIO at Rewards Network.,Grass Roots; recognized for its global performance improvement solutions; helps clients achieve their business goals through innovative recognition; incentive and loyalty programs to engage and motivate employees; channel partners and consumers.
Marilyn,Smith,Head of Information Services and Technology,MIT,Marilyn Smith was Appointed as Head of Information Services and Technology at MIT,Cambridge; MA-based MIT appointed Marilyn Smith as Head of Information Services and Technology.,Marilyn Smith was previously senior management roles since 2000 at Hanover Insurance Group (formerly Allmerica),The Massachusetts Institute of Technology (MIT) is a private research university located in Cambridge; Massachusetts. MIT is devoted to the advancement of knowledge and education of students in areas that contribute to or prosper in an environment of science and technology.
Marilyn,Holland,Chief Information Officer,U.S. Department of Agriculture's Animal and Plant Health Inspection Service (APHIS),Marilyn Holland was Appointed as Chief Information Officer at U.S. Department of Agriculture's Animal and Plant Health Inspection Service (APHIS),Riverdale; MD-based U.S. Department of Agriculture's Animal and Plant Health Inspection Service (APHIS) appointed Marilyn Holland as Chief Information Officer.,Marilyn Holland was previously the Chief of the program planning and management division in USDA's office of the chief information officer (OCIO).,The Animal and Plant Health Inspection Service is a multi-faceted Agency with a broad mission area that includes protecting and promoting U.S. agricultural health; regulating genetically engineered organisms; administering the Animal Welfare Act and carrying out wildlife damage management activities.
Maria,Morrisette,Director of Information Technology,Woodard & Curran Inc,Maria Morrisette was Promoted to Director of Information Technology at Woodard & Curran Inc,Portland; ME-based Woodard & Curran Inc promoted Maria Morrisette to Director of Information Technology.,Maria Morrisette was previously managing a wide range of application development; hardware; software.,Woodard & Curran is a 550-person; integrated engineering; science; and operations company. Privately held and steadily growing; we serve public and private clients locally and nationwide.
Maria,Jasinski,Vice president of information technology,Michigan Millers Mutual Insurance Company,Maria Jasinski was Promoted to Vice president of information technology at Michigan Millers Mutual Insurance Company,Lansing; MI-based Michigan Millers Mutual Insurance Company promoted Maria Jasinski to Vice president of information technology.,Maria Jasinski was previously with Swingtide; Inc.; Amerisure Mutual Insurance Company and EDS.midsize businesses; and agribusiness operations.,Michigan Millers offers a wide range of property and casualty insurance products for individuals; small and midsize businesses; and agribusiness operations.
Margie,Graves,Chief Information Officer,United States Department of Homeland Security,Margie Graves was Appointed as Chief Information Officer at United States Department of Homeland Security,Washington; DC-based United States Department of Homeland Security appointed Margie Graves as Chief Information Officer.,Margie Graves was previously the Executive Director of the Enterprise Business Management Office within the DHS Office of the CIO.,The United States Department of Homeland Security is a Cabinet department of the United States federal government.
Marc-Oliver,Huynh,Chief Technology Officer,Automated Benefits Corp,Marc-Oliver Huynh was Appointed as Chief Technology Officer at Automated Benefits Corp,Toronto; ON-based Automated Benefits Corp appointed Marc-Oliver Huynh as Chief Technology Officer.,Marc-Oliver Huynh was previously the founder of Symbility Solutions; now a wholly owned subsidiary of Automated Benefits Corp.,Automated Benefits Corporation is a Toronto; Ontario based technology company focused on providing claims processing solutions for separate sectors of the insurance industry.  
Marco,Arment,Chief Technology Officer,Tumblr,Marco Arment Resigned as Chief Technology Officer at Tumblr,New York; NY-based Tumblr accepted resignation of Marco Arment as Chief Technology Officer.,Marco Arment was previously the Assistant Vice President of Enterprise Architecture and IT Application Services for Firemans Fund Insurance Company; an Allianz Company. ,Tumblr lets you effortlessly share anything. Post text; photos; quotes; links; music; and videos; from your browser; phone; desktop; email; or wherever you happen to be.
Marc,Tremblay,Distinguished engineer,Microsoft,Marc Tremblay was Appointed as Distinguished engineer at Microsoft,Redmond; WA-based Microsoft appointed Marc Tremblay as Distinguished engineer.,Marc Tremblay was previously the chief technology officer with Sun Microsystems; Inc.,At Microsoft; we're motivated and inspired every day by how our customers use our software to find creative solutions to business problems; develop breakthrough ideas; and stay connected to what's most important to them.
Marc,Maiffret,Chief Technology Officer,eEye Digital Security,Marc Maiffret was Appointed as Chief Technology Officer at eEye Digital Security,Irvine; CA-based eEye Digital Security appointed Marc Maiffret as Chief Technology Officer.,Marc Maiffret made a name for himself at eEye finding vulnerabilities in Microsoft software after running away from home and escaping a serious brush with the law. He initially left eEye in 2007 to launch a mobile start-up; Invenio Security; which then merged with consultancy The DigiTrust Group.,Since 1998; eEye Digital Security has made vulnerability management simpler; less expensive and more effective by providing the only unified vulnerability and compliance management solution that integrates assessment; mitigation and protection into a complete offering. With a proven history of innovation; eEye has consistently been the first to uncover critical vulnerabilities and prevent their exploit
