Dupe 1,Dupe 2
262106,262163
262105,262162
262104,262160
262102,262159
262101,262158
262100,262157
262099,262156
262098,262155
262097,262154
262096,262153
262095,262152
262094,262151
262093,262150
262092,262148
262091,262147
262090,262146
262088,262145
262087,262144
259452,262143
262086,262142
262085,262141
262083,262140
262064,262068
262063,262067
262062,262066
262061,262065
262057,262060
262049,262059
262043,262056
262041,262055
262038,262053
262037,262052
262036,262051
262035,262050
262034,262048
262033,262047
262031,262046
262030,262045
262025,262028
262020,262027
262018,262024
262017,262023
262016,262022
262015,262021
262013,262014
262006,262012
262005,262011
262004,262008
262003,262007
261997,261999
261996,261998
261970,261995
261944,261993
261943,261992
261942,261990
261939,261989
261938,261988
261937,261987
261936,261986
261934,261985
261933,261984
261932,261983
261930,261982
261929,261981
261928,261980
261927,261979
261926,261978
261925,261977
261924,261976
261923,261974
261922,261973
261921,261972
261920,261971
261918,261969
261917,261967
261916,261966
261915,261965
261914,261964
261913,261963
261910,261962
261908,261961
261907,261960
261905,261959
261903,261958
261902,261957
261900,261955
261899,261954
261898,261952
261897,261951
261896,261950
261895,261949
261894,261948
261856,261887
261852,261886
260392,261885
261851,261883
261850,261882
261849,261881
261847,261879
261845,261877
261844,261876
261843,261874
261842,261872
261841,261871
261855,261870
261840,261869
261839,261868
261837,261867
261835,261866
261833,261865
261832,261864
261831,261863
261830,261862
261829,261860
261827,261859
261826,261858
261825,261857
260909,261836
261804,261818
261803,261817
261802,261816
261801,261815
261800,261813
261799,261811
261798,261810
261797,261809
261795,261808
261794,261807
258268,261806
261793,261805
261787,261788
261781,261785
261758,261784
261754,261783
261753,261782
261752,261780
261751,261779
261750,261778
261749,261777
261748,261776
261747,261775
261746,261774
261745,261773
261744,261771
261743,261769
261742,261768
261741,261766
261739,261765
261738,261764
261737,261763
261736,261761
261734,261757
261718,261726
261717,261725
261716,261724
261715,261723
261719,261722
261714,261721
261713,261720
260969,261709
261696,261708
261695,261707
261693,261706
261691,261705
261689,261704
261688,261702
261687,261701
261686,261700
261685,261699
261684,261698
261676,261677
261659,261675
261658,261674
261660,261673
261657,261672
261656,261671
261655,261670
261654,261669
261653,261668
261652,261667
261649,261666
261648,261665
261647,261663
261646,261662
261645,261661
261621,261641
261615,261639
261607,261637
261601,261635
261593,261634
261543,261630
261542,261628
261541,261627
261540,261626
259289,261625
261539,261624
261538,261623
261537,261622
261536,261620
261535,261619
261534,261618
261533,261617
261532,261616
261531,261613
261530,261612
261529,261611
261528,261610
261527,261609
261526,261608
261524,261606
261522,261605
261521,261604
261520,261602
261519,261600
261518,261598
261516,261597
261515,261596
261514,261595
261513,261594
261510,261591
261509,261590
261508,261588
261506,261587
261505,261586
261504,261585
261503,261584
261502,261583
261501,261582
261500,261581
261499,261580
261498,261579
261497,261578
261496,261577
261495,261576
261494,261575
261493,261574
261490,261573
261489,261572
261547,261571
261488,261570
261487,261569
261486,261567
261485,261566
261484,261565
261483,261563
261482,261561
261481,261560
261480,261558
261479,261557
261478,261556
261477,261555
261476,261554
261475,261553
261473,261552
261472,261551
260003,261453
261451,261452
261447,261450
261445,261449
261438,261439
261430,261436
261427,261435
261415,261433
261414,261432
261412,261431
261411,261429
261410,261428
261409,261426
261408,261425
261407,261424
261405,261423
261404,261422
261402,261421
261401,261420
261400,261419
261399,261418
261398,261417
260020,261403
261391,261395
261370,261393
261369,261392
261368,261390
261367,261389
261366,261388
261365,261387
261364,261386
261363,261384
261371,261383
261362,261382
261361,261381
261359,261379
261358,261377
261357,261376
261356,261375
261355,261374
261354,261373
261353,261372
261346,261349
261341,261347
261340,261345
261339,261344
261332,261338
261329,261337
261328,261336
261327,261335
261326,261334
261325,261333
261323,261331
261315,261322
261311,261321
261310,261320
261309,261319
261308,261318
261307,261317
261306,261316
261305,261314
261303,261313
261301,261312
261288,261298
261287,261297
261286,261296
261285,261294
261284,261293
261276,261280
261275,261279
261277,261278
261272,261274
261262,261268
261260,261267
261259,261266
261258,261265
261257,261264
261256,261263
261236,261253
261235,261252
261234,261251
261232,261250
261231,261249
261230,261248
261229,261247
261228,261245
261227,261244
261226,261242
261225,261239
261223,261238
261222,261237
261215,261216
261192,261212
261189,261209
261187,261208
261186,261207
261185,261206
261184,261205
261183,261204
261181,261203
261180,261202
261179,261201
261194,261200
261177,261198
261176,261197
261174,261196
261173,261195
261153,261169
261152,261168
261151,261167
261150,261166
260806,261165
261148,261164
261147,261163
261146,261162
261145,261160
261143,261159
261140,261158
261139,261157
261138,261156
261127,261136
261117,261135
261105,261134
261093,261133
261092,261132
261091,261131
261089,261130
261088,261129
261098,261128
261087,261126
261086,261125
261085,261124
261084,261123
261081,261121
261080,261120
261078,261119
261076,261118
261074,261116
261073,261115
261071,261113
261070,261112
261068,261111
261067,261110
261066,261109
261065,261108
261097,261106
261064,261104
261063,261103
261096,261102
261060,261100
260604,261062
261017,261047
261016,261046
261012,261045
260998,261044
260984,261043
260952,261040
260921,261039
260917,261038
260884,261035
260866,261031
260865,261030
260862,261028
260861,261026
260860,261025
260859,261024
260858,261023
260857,261022
260856,261021
260873,261020
260855,261019
260854,261018
260853,261015
260852,261014
260851,261011
260848,261010
260847,261009
260846,261008
260844,261007
260843,261006
260842,261005
260839,261004
260838,261002
260837,261001
260836,260999
260835,260997
260834,260996
260833,260995
260832,260994
260829,260992
260828,260991
260827,260990
260826,260989
260824,260988
260823,260987
260820,260985
260816,260983
260815,260982
260814,260981
260813,260980
260812,260979
260811,260978
260810,260977
260808,260975
260807,260974
260805,260973
260804,260972
260803,260971
260801,260970
260800,260968
260799,260966
260798,260965
260796,260962
260795,260961
260794,260960
260792,260959
260790,260958
260789,260957
260786,260955
260785,260954
260870,260953
260784,260951
260783,260949
260782,260948
260781,260947
260779,260946
260776,260945
260775,260944
260772,260941
260771,260939
260770,260936
260768,260935
260767,260934
260869,260933
260766,260932
260765,260931
260763,260930
260762,260927
260761,260926
260760,260925
260758,260924
260757,260923
260755,260922
260754,260920
260752,260919
260751,260918
260750,260916
260749,260915
260748,260913
260747,260912
260746,260911
260744,260908
260743,260907
260740,260905
260739,260904
260737,260901
260736,260900
260734,260899
260733,260898
260732,260896
260868,260895
260731,260894
260730,260893
260729,260892
260728,260891
260727,260890
260724,260889
260722,260887
260721,260886
260720,260885
260719,260883
260718,260882
260716,260880
260715,260879
260653,260688
260650,260687
260635,260684
260582,260677
260581,260676
260580,260675
260579,260674
260578,260673
260577,260672
260576,260670
260575,260668
260574,260667
260573,260666
260572,260665
260571,260664
260569,260663
260567,260662
260566,260661
260564,260660
260563,260659
260562,260658
260561,260657
260560,260656
260559,260655
260558,260654
260555,260652
260554,260651
260552,260648
260551,260647
260550,260646
260549,260645
260546,260642
260545,260640
260544,260637
260540,260636
260539,260634
260538,260633
260537,260631
260535,260630
260533,260629
260532,260628
260530,260627
260527,260626
260525,260625
260524,260624
260523,260623
260522,260622
260521,260620
260518,260618
260517,260617
260516,260616
260515,260615
260514,260614
260513,260613
260512,260612
260511,260611
260510,260610
260509,260609
260508,260608
260507,260606
260505,260605
260503,260603
260584,260601
260502,260600
260500,260599
260499,260598
260497,260597
260496,260596
260494,260595
259808,260594
260492,260593
260488,260592
260487,260591
260486,260590
260484,260589
259863,260506
259514,260498
260456,260461
260454,260460
260453,260459
260457,260458
260448,260451
260446,260450
260445,260449
260441,260444
260438,260443
260421,260442
260416,260440
260415,260439
260419,260437
260418,260436
260414,260435
260413,260434
260412,260432
260411,260431
260410,260429
260408,260428
260406,260427
260405,260425
260404,260424
260403,260423
260402,260422
260401,260420
260395,260397
260394,260396
260379,260393
260371,260391
260298,260390
260292,260389
260287,260387
260286,260386
260285,260385
260284,260384
260283,260383
260282,260382
260281,260381
260280,260380
260279,260378
260278,260377
260277,260376
260276,260375
260275,260374
260274,260373
260273,260372
260272,260370
260271,260369
260270,260368
260268,260367
260265,260366
260264,260365
260263,260364
260262,260362
260261,260361
260260,260360
260259,260358
260258,260357
260257,260356
259593,260355
260256,260354
260289,260353
260254,260352
256794,260351
260252,260350
260251,260348
260250,260347
260249,260345
260248,260343
260246,260342
260245,260341
260244,260340
260243,260339
260242,260338
260241,260337
260240,260336
260239,260335
260237,260334
260236,260333
260235,260332
260234,260330
256666,260329
260231,260327
260230,260326
260229,260323
260228,260322
260227,260319
260226,260318
258692,260317
260224,260316
260221,260315
260220,260314
260219,260313
260218,260312
260217,260311
260216,260310
260215,260309
260214,260308
260213,260307
260212,260306
260211,260305
260210,260304
260208,260302
260207,260301
260206,260300
260205,260296
260204,260295
260203,260294
260181,260186
260180,260185
260179,260184
260177,260183
260176,260182
260173,260175
260172,260174
260168,260169
260146,260167
260144,260166
260143,260165
260141,260164
260138,260163
260137,260162
260136,260161
260135,260160
260134,260159
260132,260158
260131,260157
260130,260156
260128,260155
260127,260154
260126,260153
260125,260152
260124,260151
260123,260150
260122,260149
260120,260148
260088,260116
260084,260115
260082,260114
260081,260113
260079,260112
260078,260111
260076,260110
260075,260109
260074,260108
260072,260107
260071,260106
260070,260104
260068,260103
260067,260102
260066,260101
260065,260100
260064,260099
260063,260098
260062,260097
260059,260096
260058,260094
260057,260093
260056,260092
260054,260091
260052,260090
260049,260087
260042,260043
260032,260039
260031,260038
260030,260037
260029,260036
260028,260035
260025,260034
260018,260021
260017,260019
260013,260016
260012,260015
260011,260014
260007,260010
260006,260009
260005,260008
260001,260004
259992,260000
259989,259999
259988,259997
259987,259995
259986,259993
259985,259991
259984,259990
259977,259982
259976,259981
259978,259979
259973,259975
259972,259974
259947,259971
259937,259970
259932,259967
259931,259966
259930,259965
259929,259964
259928,259963
259927,259962
259925,259961
259924,259960
259923,259959
259922,259958
259920,259957
259919,259956
259917,259955
259916,259954
259914,259953
259913,259952
259912,259949
259911,259948
259909,259946
259907,259945
259733,259943
259906,259942
259905,259941
259903,259940
259933,259939
259901,259938
259898,259936
259897,259935
259865,259895
259846,259894
259845,259893
259844,259892
259843,259891
259842,259890
259841,259889
259840,259888
259839,259887
259838,259886
259837,259885
259836,259884
259848,259883
259835,259882
259834,259881
259833,259880
259832,259879
259830,259878
259829,259877
259828,259876
259827,259875
259826,259874
259821,259871
259820,259870
259819,259869
259817,259868
259816,259867
259815,259866
259814,259864
259813,259862
259812,259861
259811,259860
259810,259859
259809,259858
259806,259856
259805,259855
259804,259854
259803,259853
259802,259852
259801,259851
259782,259796
259781,259795
259780,259794
259778,259793
259783,259792
259777,259791
259776,259790
259775,259788
259774,259787
259773,259786
259770,259771
259766,259768
259765,259767
259762,259764
259744,259761
259743,259760
259742,259759
259740,259758
259739,259757
259738,259756
259737,259755
259736,259754
259735,259753
259734,259752
259732,259751
259730,259750
259729,259748
259728,259747
259727,259746
259700,259723
259699,259722
259698,259721
259703,259720
259695,259719
259693,259717
259691,259716
259689,259714
259702,259713
259688,259710
259687,259707
259686,259706
259685,259705
259684,259704
259664,259678
259663,259677
259662,259676
259666,259675
259661,259674
259660,259673
259659,259672
259658,259671
259657,259670
259656,259669
259654,259668
259665,259667
259645,259653
259644,259652
259642,259651
259641,259650
259640,259649
259639,259648
259638,259647
259637,259646
259632,259634
259631,259633
259602,259629
259601,259628
259599,259627
259598,259626
259597,259625
259596,259624
259595,259623
259594,259622
259592,259621
259591,259620
259590,259618
259589,259617
259588,259616
259587,259614
259586,259613
259585,259612
259584,259611
259583,259610
259582,259609
259581,259608
259580,259607
259579,259606
259578,259605
259563,259570
259543,259569
259510,259568
259507,259567
259506,259566
259503,259565
259502,259564
259501,259561
259499,259560
259498,259558
259496,259557
259493,259555
259492,259554
259491,259553
259490,259552
259488,259551
259487,259550
259486,259549
259485,259546
259484,259545
259483,259544
259482,259542
259480,259541
259479,259540
259478,259539
259477,259538
259476,259537
259475,259536
259474,259535
259471,259534
259469,259533
259467,259532
259466,259531
259509,259530
259465,259528
259462,259527
259461,259526
259460,259525
259458,259524
259508,259523
259456,259521
259455,259520
259454,259519
259451,259518
259450,259516
259449,259515
259448,259513
259447,259512
259445,259511
259394,259432
259393,259431
259391,259430
259390,259429
259388,259428
259387,259427
259386,259426
259385,259425
259384,259424
259383,259422
259382,259420
259380,259419
259379,259417
259378,259416
259377,259415
259375,259414
259374,259413
259373,259412
259372,259411
259370,259410
259369,259409
259368,259408
259367,259407
259366,259406
259365,259405
259364,259404
259363,259403
259362,259401
259361,259400
259360,259399
259346,259355
259336,259354
259308,259352
259302,259351
259300,259350
259292,259347
259290,259345
259288,259344
259287,259343
259285,259342
259284,259341
259283,259340
259282,259339
259281,259338
259280,259337
259277,259335
259276,259334
259275,259333
259274,259331
259273,259330
259272,259329
259271,259328
259270,259327
259269,259326
259268,259325
259267,259324
259266,259323
259265,259322
259263,259321
259262,259319
259260,259317
259258,259315
259257,259314
259256,259313
259255,259312
259293,259311
259252,259309
259249,259307
259248,259306
259244,259305
259242,259303
259240,259301
259239,259299
259238,259298
259237,259297
259236,259296
259234,259294
259212,259223
259210,259222
259209,259221
259208,259220
259213,259219
259207,259216
259206,259215
259195,259202
259194,259201
259191,259200
259190,259199
259188,259198
259187,259197
259180,259184
257290,259183
259179,259182
259177,259181
258626,259178
259162,259172
259160,259170
259159,259169
259158,259168
259156,259167
259153,259165
259152,259164
256647,259155
259113,259149
259112,259148
259110,259147
259109,259146
259106,259145
259104,259144
259102,259143
259101,259142
259100,259141
259099,259140
259096,259139
259094,259138
259093,259137
259092,259136
259091,259134
259090,259133
259088,259132
259086,259131
259083,259129
259082,259128
259081,259126
259080,259125
259079,259124
259078,259123
259077,259121
259115,259119
259076,259118
259075,259117
257822,259097
259064,259070
259060,259069
259051,259068
259050,259067
259049,259066
259048,259065
259047,259063
259046,259062
259045,259061
259043,259059
259042,259057
259040,259055
259039,259054
259001,259034
257935,259032
258996,259031
258994,259030
258993,259029
258992,259028
258991,259027
258990,259026
258987,259024
258986,259021
258985,259020
258983,259019
258982,259018
258981,259017
258980,259016
258979,259015
258978,259014
258977,259013
258976,259012
258974,259011
258971,259008
258970,259007
258969,259006
258968,259005
258967,259004
258965,259000
257863,258999
256374,258973
258950,258962
258939,258961
258934,258960
258913,258958
258909,258957
258908,258956
258907,258955
258906,258954
258905,258953
258901,258952
258900,258951
258899,258949
258898,258947
258896,258946
258895,258945
258894,258944
258893,258943
258892,258942
258891,258941
258890,258938
258889,258937
258888,258936
258887,258935
258885,258933
258883,258932
258882,258931
258881,258930
258880,258929
258879,258928
258878,258926
258910,258925
258877,258924
258876,258923
258875,258922
258874,258921
258873,258918
258872,258917
258871,258916
258870,258915
258869,258914
258866,258912
256605,258884
258829,258850
258828,258848
258827,258847
258825,258846
258824,258845
258832,258844
258822,258842
258821,258841
258820,258840
258831,258839
258819,258838
258818,258836
258817,258834
258792,258804
258791,258803
258789,258802
258787,258801
258786,258800
258785,258799
258784,258798
258783,258797
258782,258796
258781,258795
258741,258778
258743,258777
258740,258776
258738,258775
258737,258774
258736,258773
258735,258772
258734,258771
258733,258770
258731,258769
258730,258768
258728,258766
258742,258765
258727,258764
258726,258763
258725,258761
258724,258760
258723,258759
258722,258758
258721,258757
258720,258756
258719,258755
258717,258754
258716,258753
258712,258752
258711,258751
258710,258750
258708,258747
258705,258746
258519,258745
258517,258744
256973,258715
258681,258697
258647,258693
258617,258691
258597,258688
258596,258687
258595,258686
258594,258685
258593,258684
258592,258683
258591,258682
258589,258680
258588,258679
258587,258677
258586,258676
258584,258675
258583,258674
258581,258673
258580,258672
258579,258671
258578,258670
258577,258669
258576,258668
258575,258667
258574,258666
258603,258665
258572,258664
258571,258663
258570,258662
258443,258661
258569,258660
258567,258659
258566,258658
258565,258657
258564,258656
258602,258655
258563,258654
258601,258653
258561,258652
258560,258651
258558,258649
258557,258648
258556,258646
258554,258644
258553,258642
258552,258641
258551,258640
258550,258639
258600,258638
258549,258637
258548,258636
258547,258635
258545,258634
258544,258633
258542,258632
258540,258631
258539,258629
258537,258628
258536,258627
258534,258625
258533,258624
258532,258623
258531,258621
258529,258620
258528,258619
258527,258618
258526,258616
258525,258614
258523,258612
258522,258611
258521,258610
258520,258609
258518,258608
258516,258607
258515,258606
258487,258497
258245,258496
258456,258494
258455,258493
258454,258492
258453,258491
258452,258490
258451,258489
258450,258488
258449,258486
258448,258485
258446,258484
258445,258483
258444,258481
258441,258480
258439,258479
258438,258478
258437,258477
258435,258476
258434,258475
258433,258473
258432,258472
258431,258471
258430,258470
258429,258468
258428,258467
258426,258464
258425,258463
258424,258462
258422,258461
258420,258460
258406,258413
258405,258412
258403,258411
258401,258409
258400,258408
258367,258396
258365,258395
258364,258394
258363,258392
258362,258391
258361,258389
258360,258387
258359,258386
258358,258385
258356,258384
258355,258383
258354,258382
258353,258381
258352,258380
258351,258379
258350,258378
258349,258377
258348,258376
258347,258375
258346,258374
258345,258373
258344,258372
258343,258371
258296,258336
258295,258335
258294,258333
258293,258332
258292,258331
258291,258330
258290,258329
258289,258328
258288,258327
258287,258326
258285,258325
258284,258324
258283,258323
258282,258322
258281,258321
258280,258320
258279,258319
258278,258318
258277,258317
258275,258316
258274,258315
258273,258314
258272,258313
258271,258312
258270,258311
258267,258308
258266,258307
258265,258306
258263,258305
258262,258304
258261,258303
258260,258302
258259,258301
258157,258286
258230,258248
258228,258247
258226,258246
258225,258244
258224,258243
258223,258242
258222,258241
258219,258240
258218,258239
258217,258238
258216,258237
258215,258236
258213,258235
258212,258234
258211,258233
258210,258232
258209,258231
258196,258205
258195,258204
258198,258203
258197,258202
258194,258201
258193,258200
258192,258199
258174,258191
258144,258190
258135,258188
258124,258187
258122,258186
258116,258184
258115,258183
256956,258182
258114,258181
258112,258180
258111,258179
258110,258177
258109,258176
258108,258175
258107,258173
258105,258172
258103,258171
258102,258167
258101,258166
258100,258165
258098,258164
258096,258163
258117,258162
258095,258160
258094,258158
258093,258156
258092,258155
258091,258154
258090,258153
258089,258152
258088,258151
258087,258150
258085,258148
258084,258147
258083,258145
258082,258143
258081,258142
258080,258141
258079,258140
258078,258139
258077,258138
257719,258137
258074,258136
258072,258134
258071,258133
258070,258132
258069,258130
258068,258129
258066,258128
258065,258127
258064,258126
258063,258125
258062,258123
258061,258121
258060,258120
258059,258119
257968,258067
257999,258044
257992,258043
257987,258041
257976,258038
257940,258034
257939,258033
257943,258032
257936,258031
257932,258030
257931,258029
257929,258026
257928,258025
257924,258024
257942,258023
257923,258022
257922,258020
257921,258019
257920,258017
257918,258015
257018,258014
257745,258013
257917,258012
257916,258011
257915,258010
257914,258009
257912,258008
257911,258007
257910,258006
257909,258005
257941,258004
257908,258003
257907,258002
257905,258001
257904,257998
257903,257997
257902,257996
257900,257994
257899,257993
257896,257991
257895,257990
257894,257989
257892,257988
257891,257986
257890,257985
257889,257984
257887,257983
257885,257982
257883,257980
257882,257979
257881,257978
257880,257975
257879,257974
257878,257973
257876,257972
257875,257971
257874,257970
257873,257969
257872,257967
257871,257966
257870,257965
257869,257964
257868,257963
257867,257962
257866,257961
257865,257960
257864,257958
257862,257957
257861,257955
257052,257954
257860,257953
257859,257950
257829,257849
257804,257847
257798,257846
257793,257845
257774,257844
257761,257840
257760,257838
257759,257837
257758,257836
257757,257835
257756,257834
257755,257833
257752,257832
257751,257831
257749,257830
257748,257828
257747,257827
257764,257826
257744,257825
257743,257824
257742,257823
257741,257821
257740,257820
257739,257819
257738,257818
257737,257817
257736,257816
257734,257815
257733,257814
257729,257812
257728,257811
257727,257809
257724,257806
257723,257803
257722,257802
257721,257801
257720,257800
257718,257799
257716,257796
257715,257795
257714,257794
257713,257792
257711,257791
257710,257790
257709,257789
257708,257788
257707,257787
257706,257786
257705,257785
257704,257784
257703,257783
257702,257782
257701,257781
257700,257780
257699,257778
257698,257777
257695,257776
257694,257775
257691,257773
257690,257772
257689,257771
257688,257769
257687,257768
257686,257767
257685,257766
257669,257670
257644,257667
257641,257666
257638,257664
257636,257663
257609,257662
257604,257661
257602,257660
257591,257659
257588,257658
257582,257657
257581,257656
257579,257655
257578,257654
257576,257653
257572,257652
257571,257651
257570,257650
257569,257649
257567,257648
257566,257647
257565,257646
257563,257645
257562,257642
257560,257640
257559,257639
257557,257637
257556,257635
257555,257634
257554,257633
257553,257632
257550,257631
257549,257630
257548,257629
257547,257628
257546,257627
257544,257625
257543,257624
257540,257623
257539,257622
257538,257621
257537,257620
257536,257619
257535,257618
257534,257617
257533,257616
257531,257615
257530,257614
257529,257613
257528,257612
257527,257611
257526,257610
257525,257608
257524,257607
257523,257606
257522,257605
257520,257603
257519,257601
257518,257599
257517,257598
257516,257597
257515,257596
257514,257595
257513,257594
257511,257593
257510,257592
257509,257590
257508,257589
257507,257587
257474,257542
257484,257495
257452,257493
257451,257492
257450,257491
257449,257490
257448,257488
257447,257487
257446,257486
257445,257485
257444,257483
257443,257482
257442,257481
257441,257480
257439,257479
257438,257478
257437,257477
257436,257476
257434,257475
257432,257471
257431,257470
257430,257469
257429,257468
257428,257467
257427,257466
257426,257464
257425,257463
257424,257461
257423,257460
257421,257459
257420,257458
257419,257457
257385,257410
257384,257409
257380,257408
257378,257407
257377,257406
257368,257404
257362,257402
257361,257401
257359,257400
257358,257399
257355,257397
257354,257396
257353,257394
257352,257393
257351,257392
257349,257391
257348,257390
257346,257388
257345,257387
257344,257386
257343,257382
257340,257381
257338,257376
257364,257375
257337,257374
257336,257373
257335,257371
257334,257370
257333,257369
257332,257367
257322,257327
257317,257325
257299,257324
257295,257321
257293,257320
257292,257319
257291,257318
257288,257316
257286,257315
257283,257314
257282,257313
257281,257312
257278,257311
257277,257310
257274,257309
