First Name,Last Name,Title,Company Name,Headline,What Happened,About Person,About Company
Venkatesh,Tadinada,Chief Technology Officer,Hanna Global Solutions,Venkatesh Tadinada was Appointed as Chief Technology Officer at Hanna Global Solutions,Walnut Creek; CA-based Hanna Global Solutions appointed Venkatesh Tadinada as Chief Technology Officer.,Venkatesh Tadinada has a dual Masters Degrees in Computer Sciences and Business Administration; Venkatesh brings a rare blend of technical expertise and comprehensive understanding of business issues. Venkatesh Tadinada has over 20 years of experience working in various senior management roles with Ernst and Young?s consulting division; and other leading management consulting organizations before founding a technology services company; Solivar; Inc. For over a decade now Venkatesh has been closely involved with Employee Self Service and other Benefits Technology Platforms using the latest web technologies. He is an expert at architecting products and has led entire product development life cycles from conception to commercialization.,Based in California; Hanna Global Solutions is a full service human resource management firm offering extensive industry expertise and multiple professional credentials in insurance; employee benefits and retirement plans. Leveling international markets require consistent operational strategies across borders and cultures. In addition; the leveling of these markets changes the dynamics of human resource management from a local to a global approach. Hanna Global Solutions is uniquely positioned to perform consistent and complete human resource solutions. Currently it services an employee base of over 50;000 Worldwide.
Venkatesh,Ramakrishnan,Chief Technology Officer,CT,Venkatesh Ramakrishnan was Appointed as Chief Technology Officer at CT,Albany; NY-based CT appointed Venkatesh Ramakrishnan as Chief Technology Officer.,Venkatesh Ramakrishnan was previously an engineering manager with Abu Dhabi National Oil Company (U.A.E),CT; a Wolters Kluwer business; provides the tools to help legal and financial professionals manage risk on many levels.
Velda,Otey,Chief Information Officer,Indiana Michigan Power,Velda Otey Retired as Chief Information Officer at Indiana Michigan Power,South Bend; IN-based Indiana Michigan Power announced retirement of Velda Otey as Chief Information Officer.,Velda Otey was previously in various technology positions at Indiana Michigan Power.,Indiana-based utility company; part of AEP
Van,Ristau,Chief Technology Officer,LT Solutions; Inc.,Van Ristau was Appointed as Chief Technology Officer at LT Solutions; Inc.,Herndon; VA-based LT Solutions; Inc. appointed Van Ristau as Chief Technology Officer.,Van Ristau was previously the Co-Founder/Vice-President at Export Management Services; Inc. (EMSI).,Founded in 1991; DLT Solutions delivers best-of-class technology solutions to federal; state and municipal governments and businesses from its headquarters in Herndon; Va.
Jorge,Valdes,Chief Technology Officer,DexCom,Jorge Valdes was Promoted to Chief Technology Officer at DexCom,Lone Tree; CO-based DexCom promoted Jorge Valdes to Chief Technology Officer.,Valdes has served as DexCom's Senior Vice President of Operations since July 2007; responsible for overseeing DexCom's manufacturing; engineering; and information technology departments. Valdes previously served as DexCom's Vice President of Engineering from November 2005 to July 2007. From July 1999 to March 2005; Valdes served as Vice President of Engineering at Advanced Fibre Communications; or AFC; a provider of broadband access solutions.,DexCom; Inc. is developing and marketing continuous glucose monitoring systems for ambulatory use by patients and by healthcare providers in the hospital.
Umesh,Vemuri,Chief Technology Officer,AgilePath Corporation,Umesh Vemuri was Promoted to Chief Technology Officer at AgilePath Corporation,Newburyport; MA-based AgilePath Corporation promoted Umesh Vemuri to Chief Technology Officer.,Umesh Vemuri was previously the Architect; Dept. of Defense Programs at BEA Systems. ,AgilePath Corporation is the leading vendor-independent management consulting firm focused exclusively on Service-Oriented Architecture (SOA).
Umair,Akeel,Chief Technology Officer,Clinverse,Umair Akeel was Appointed as Chief Technology Officer at Clinverse,Charlotte; NC-based Clinverse appointed Umair Akeel as Chief Technology Officer.,Umair Akeel was previously chief architect during the development of IBMs InfoSphere Traceability Server.,Clinverse is pioneer in providing a global eClinical Trial Payment Network to electronically facilitate the complex financial transactions between Sponsors; CROs and Investigators related to clinical trial research.
Tushar  ,Ghoshal,Chief Technology Officer ,Workstream,Tushar   Ghoshal was Promoted to Chief Technology Officer  at Workstream,Maitland ; FL-based Workstream promoted Tushar   Ghoshal to Chief Technology Officer .,Tushar Ghoshal previously held various technology positions at Workstream,Workstream provides compensation planning; performance management; and talent management solutions and services that help companies manage the entire employee lifecycle - from recruitment to retirement.
Troy,Burns,Chief Technology Officer,Medavant Healthcare Solutions,Troy Burns was Appointed as Chief Technology Officer at Medavant Healthcare Solutions,Atlanta; GA-based Medavant Healthcare Solutions appointed Troy Burns as Chief Technology Officer.,Troy Burns was previously the vice president; technology at Misys in the EDI transaction division; where he was responsible for managing the development and maintenance of multiple data centers and the company?s transaction services products. ,MedAvant provides information technology used to process transactions within the healthcare industry. MedAvant offers electronic claims processing to healthcare providers; a Preferred Provider Organization called the National Preferred Provider Network (NPPNTM) and remote reporting solutions for medical laboratories.
Trevor,Reschke,Chief Technology Officer,Turiss,Trevor Reschke was Appointed as Chief Technology Officer at Turiss,Reston; VA-based Turiss appointed Trevor Reschke as Chief Technology Officer.,Trevor Reschke was previously CTO at Turiss.,Turiss is an elite IT Security and Software company; offering expert services in computer forensics; incident response; cyber fraud; and security assessments.
Travis,McKee,Chief Information Officer,True.com,Travis McKee was Appointed as Chief Information Officer at True.com,Irving; TX-based True.com appointed Travis McKee as Chief Information Officer.,Travis McKee was previously the Technology Manager at Wells Fargo.,TRUE.com is the online dating service where you can enter into any kind of relationship you're looking for – love; romance; friendship – with the knowledge that we're serious about your safety. 
Travis,Giggy,Chief Technology Officer,RideOnTime.com,Travis Giggy was Appointed as Chief Technology Officer at RideOnTime.com,Denver; CO-based RideOnTime.com appointed Travis Giggy as Chief Technology Officer.,Travis Giggy is the founder of RideOnTime.com who is stepping out to the CTO position at the company.,RideOnTime.com engages in the integration of ground transportation industry into online travel market. It calculates the cost for taxi; limousine; and courier services via geo-mapping technology and mathematical algorithms. The company is based in Denver; Colorado.
John,Trainor,Chief Information Officer ,Aaron's Sales and Lease ,John Trainor was Appointed as Chief Information Officer  at Aaron's Sales and Lease ,Atlanta ; GA-based Aaron's Sales and Lease  appointed John Trainor as Chief Information Officer .,Trainor joined Aaron's in 1999 in software development and the design and management of enterprise systems; and was promoted in 2007 to his previous position of Vice President; Information Technology; Aaron's Sales & Lease Ownership Division. He began his career in information technology at Georgia Power Company in 1991. He served as manager of information systems for the late U.S. Senator Paul D. Coverdell from 1996 to 1997 and then worked in software development at the Southern Company until joining Aaron ,Aaron Rents is engaged in the combined businesses of rental; lease ownership and specialty retailing of residential and office furniture; consumer electronics; household appliances and accessories. 
Tony,Tortorice,Chief Information Officer,State of Washington,Tony Tortorice was Appointed as Chief Information Officer at State of Washington,Olympia; WA-based State of Washington appointed Tony Tortorice as Chief Information Officer.,Tony Tortorice was previously the Chief information officer for the Los Angeles Unified School District.,Washington State Priorities of Government:   1. Improve student achievement in elementary; middle and high schools.  2. Improve the value of postsecondary learning.
Tony,Tancredi,Director of Technology,Diamond Technologies Inc.,Tony Tancredi was Appointed as Director of Technology at Diamond Technologies Inc.,New Castle; DE-based Diamond Technologies Inc. appointed Tony Tancredi as Director of Technology.,Tony Tancredi was previously the V.P. of Technology at WorldExtend,Diamond Technologies is a high caliber IT Services company that helps organizations achieve strategic business objectives through the implementation of leading information technologies.
Tony,Nguyen,Chief Technology Officer,Advanced Digital Services,Tony Nguyen was Appointed as Chief Technology Officer at Advanced Digital Services,Los Angeles; CA-based Advanced Digital Services appointed Tony Nguyen as Chief Technology Officer.,Tony Nguyen was previously Vice President of Technology & Operations at Ascent Media Group.,Advanced Digital Services (ADS) is a leading global provider of value-added post-production services to the media and entertainment industry around the world. 
Tony,Laska,Chief Information Officer,BrickStreet Mutual Insurance Co,Tony Laska was Appointed as Chief Information Officer at BrickStreet Mutual Insurance Co,Charleston; WV-based BrickStreet Mutual Insurance Co appointed Tony Laska as Chief Information Officer.,Tony Laska was previously the Assistant vice president for Allstate Insurance.,BrickStreet Mutual Insurance Company began its historic role as West Virginias first private workers compensation carrier on Jan. 1; 2006.
Tony,Hildesheim,Senior Vice President of Information Technology,Redwood Credit Union,Tony Hildesheim was Appointed as Senior Vice President of Information Technology at Redwood Credit Union,Santa Rosa; CA-based Redwood Credit Union appointed Tony Hildesheim as Senior Vice President of Information Technology.,Tony Hildesheim was previosly the vice president of information technology for Washington State Employee Credit Union in Olympia; Washington.,Redwood Credit Union is a full-service community credit union serving anyone living; working or owning a small business in the North Bay or San Francisco.
Tony,Gaughan,Chief Technology Officer,Marketron,Tony Gaughan was Appointed as Chief Technology Officer at Marketron,Reedsport; OR-based Marketron appointed Tony Gaughan as Chief Technology Officer.,Tony Gaughin had served as Senior Vice President and Chief Products Officer at SGI; formerly known as Rackable Systems; where he led the company's overall product vision and development. Tony has also served as Vice President of Products and Services at Satmetrix; a customer experience management software company and Senior Vice President and General Manager of Unicenter at Computer Associates. For eleven years prior; Tony held positions of increasing responsibility at Oracle including Vice President of EnterpriseOne where he led the integration strategy for bringing together product lines from PeopleSoft and J.D. Edwards and Vice President of CRM where he was responsible for the strategy; development and rollout of Oracle's CRM suite of products.,Marketron; www.marketron.com; is the leading provider of business software solutions and services for the media industry. Marketron's traffic; sales; digital media; business intelligence and media exchange services drive innovation to create new growth opportunities that deliver maximum value for our clients. Relied on by more than 7;000 media organizations; Marketron solutions are the most widely-used media solutions in the world; managing an estimated fifteen billion dollars of annual advertising revenue. Marketron is an affiliate of Wicks Group of Companies; LLC of New York; which specializes in communications; information and media businesses.
Tony,Dillon,Chief Technology Officer,PayFlex Systems,Tony Dillon was Appointed as Chief Technology Officer at PayFlex Systems,Omaha; NE-based PayFlex Systems appointed Tony Dillon as Chief Technology Officer.,Tony Dillon was previously Chief Technology Officer at FTD,PayFlex Systems USA provides administering compensation and benefits for companies. 
Tony,de Vuono,Chief Technology Officer,Modine Manufacturing,Tony de Vuono Retired as Chief Technology Officer at Modine Manufacturing,Racine; WI-based Modine Manufacturing announced retirement of Tony de Vuono as Chief Technology Officer.,Tony de Vuono was previously the Staff scientist at the Lawrence Berkeley National Laboratory (University of California; Berkeley).,Since 1916; Modine Manufacturing Company has applied innovative thermal technology to meet customer's needs. 
Tom,Pyke,Chief Information Officer,Energy Department,Tom Pyke Retired as Chief Information Officer at Energy Department,Washington; DC-based Energy Department announced retirement of Tom Pyke as Chief Information Officer.,Tom Pyke had 46 years of federal government service in various technology positions.,The Department of Energy's overarching mission is to advance the national; economic; and energy security of the United States; to promote scientific and technological innovation in support of that mission; and to ensure the environmental cleanup of the national nuclear weapons complex
Tom,Peck,Chief Information Officer,Levi Strauss,Tom Peck was Appointed as Chief Information Officer at Levi Strauss,San Francisco; CA-based Levi Strauss appointed Tom Peck as Chief Information Officer.,Tom Peck was previously the CIO at MGM MIRAGE.,Founded in 1853 by Bavarian immigrant Levi Strauss; Levi Strauss & Co. is one of the world's largest brand-name apparel marketers with sales in more than 110 countries.
Tom,Ogg,Chief Information Officer,Akron Childrens Hospital,Tom Ogg was Appointed as Chief Information Officer at Akron Childrens Hospital,Akron; OH-based Akron Childrens Hospital appointed Tom Ogg as Chief Information Officer.,Tom Ogg was with the Oakwood Healthcare Systems in Dearborn; Mich.; where he has served as corporate director/chief technology officer since 2007. The Oakwood Healthcare Systems includes four acute teaching hospitals and 40 primary care/specialty care sites. Prior to that; he held management positions with Memorial Healthcare in Owosso; Mich.; and the Sparrow Health System in Lansing.,Akron Children's Hospital cares for about 500;000 patients each year and performs more pediatric surgeries than any other hospital in northeast Ohio. Children's operates a 253-bed pediatric hospital in downtown Akron; housing a regional burn center for both adults and children; a pediatric trauma center; regional neonatal and pediatric intensive care units and more than 30 clinical specialties. Children's also operates the Beeghly Campus in Boardman; a free-standing children's hospital with a 32-bed inpatient unit. In addition; services are provided at 68 other locations throughout the region; including 25 Children's campuses and 43 partner facilities.
Tom,Murphy,Chief Technology Officer,Ignite Media Solutions,Tom Murphy was Appointed as Chief Technology Officer at Ignite Media Solutions,Oldsmar; FL-based Ignite Media Solutions appointed Tom Murphy as Chief Technology Officer.,Tom Murphy was previously in the Senior positions at TRT Telecommunication; Cable & Wireless.,Ignite Media Solutions; LLC delivers a comprehensive direct response solution that efficiently converts consumers through any channel - phone; Web or mobile - into buyers.
Tom,Minifie,Chief Technology Officer,AVST,Tom Minifie was Promoted to Chief Technology Officer at AVST,Foothill Ranch; CA-based AVST promoted Tom Minifie to Chief Technology Officer.,Tom Minifie was previously the Director of Product Management at Applied Voice Technology.,Applied Voice & Speech Technologies; Inc. (AVST) is a leading developer of communications solutions for businesses of all sizes.
Tom,Mikkelsen,Chief Technology Officer,Broadcast Facilities Inc.,Tom Mikkelsen was Appointed as Chief Technology Officer at Broadcast Facilities Inc.,Los Angeles; CA-based Broadcast Facilities Inc. appointed Tom Mikkelsen as Chief Technology Officer.,Tom Mikkelsen was previously the MediaFLO USA; Inc.'s Senior Director; Broadcast Operations at Qualcomm.,Broadcast Facilities; Inc. was formed in 2008 by Simon Bax; Bill Tillson and Wasserstein & Co. to acquire and operate broadcast media facilities in the U.S.; Asia and Europe.
Tom,McNamara,Chief Technology Officer,Textron Systems,Tom McNamara was Appointed as Chief Technology Officer at Textron Systems,Wilmington; MA-based Textron Systems appointed Tom McNamara as Chief Technology Officer.,Tom McNamara was previously senior vice president Textron Systems.,Textron Systems Corporation; a Textron Inc. company; has been providing innovative solutions to the defense; homeland security and aerospace communities for more than 50 years.
