Company Name,Company Website,Company Logo,Company Size Revenue,Company Size Employees,Industry,Email Pattern,Leadership Page,Address,Address 2,City,Country,State,Zip Code,Phone,Fax,About Company,Facebook Link,Linkedin Link,Twitter Link,Google+ Link
Skyworks Solutions; Inc.,www.skyworksinc.com,,> $1 Billion,1K-10K,Computers & Electronics : Semiconductor and Microchip Manufacturing,,,20 Sylvan Rd,,Woburn,United States,MA,'01801,781.376.3000,,Skyworks Solutions; Inc. is one of the leading companies in the Computers & Electronics  sector.,,,,
Skyworks Solutions; Inc.,www.skyworksinc.com,,> $1 Billion,1K-10K,Computers & Electronics : Semiconductor and Microchip Manufacturing,,,20 Sylvan Rd,,Woburn,United States,MA,'01801,781.376.3000,,Skyworks Solutions; Inc. is one of the leading companies in the Computers & Electronics  sector.,,,,
Skyworks Solutions; Inc.,www.skyworksinc.com,,> $1 Billion,1K-10K,Computers & Electronics : Semiconductor and Microchip Manufacturing,,,20 Sylvan Rd,,Woburn,United States,MA,'01801,781.376.3000,,Skyworks Solutions; Inc. is one of the leading companies in the Computers & Electronics  sector.,,,,
Acronis; Inc.,www.acronis.com,,$100-250 Million,250-1000,Software & Internet : Software,,,300 Tradecenter Ste 6700,,Woburn,United States,MA,'01801,877.485.3240,,Acronis; Inc. is one of the leading companies in the Software & Internet  sector.,,,,
Inmagic; Inc.,www.inmagic.com,,$1-10 Million,25-100,Software & Internet : Software & Internet Other,,,600 Unicorn Park Dr,,Woburn,United States,MA,'01801,781.938.4444,,Inmagic; Inc. is one of the leading companies in the Software & Internet  sector.,,,,
HighRoads; Inc.,www.highroads.com,,$1-10 Million,25-100,Software & Internet : E-commerce and Internet Businesses,,,120 Presidential Way Ste 300,,Woburn,United States,MA,'01801,781.503.4000,,HighRoads; Inc. is one of the leading companies in the Software & Internet  sector.,,,,
Monotype Imaging Holdings Inc.,www.monotypeimaging.com,,$250-500 Million,250-1000,Software & Internet : Software,,,500 Unicorn Park Dr,,Woburn,United States,MA,'01801,781.970.6000,,Monotype Imaging Holdings Inc. is one of the leading companies in the Software & Internet  sector.,,,,
Klocwork Inc,www.klocwork.com,,$10-50 Million,100-250,Software & Internet : Software & Internet Other,,,15 New England Executive Park,,Burlington,United States,MA,'01803,866.556.2967,,Klocwork Inc is one of the leading companies in the Software & Internet  sector.,,,,
Attunity,www.attunity.com,,$10-50 Million,100-250,Software & Internet : Software & Internet Other,,,70 Blanchard Rd,,Burlington,United States,MA,'01803,954.946.2274,,Attunity is one of the leading companies in the Software & Internet  sector.,,,,
Endurance International Group,www.enduranceinternational.com,,$250-500 Million,1K-10K,Software & Internet : E-commerce and Internet Businesses,,,70 Blanchard Rd Ste 3,,Burlington,United States,MA,'01803,866.897.5421,,Endurance International Group is one of the leading companies in the Software & Internet  sector.,,,,
Attunity,www.attunity.com,,$10-50 Million,100-250,Software & Internet : Software & Internet Other,,,70 Blanchard Rd,,Burlington,United States,MA,'01803,954.946.2274,,Attunity is one of the leading companies in the Software & Internet  sector.,,,,
Charles River Development,www.crd.com,,$100-250 Million,250-1000,Business Services : Business Services Other,,,7 New England Executive Park,,Burlington,United States,MA,'01803,781.238.0099,,Charles River Development is one of the leading companies in the Business Services  sector.,,,,
AIM Mutual Insurance,www.aimmutual.com,,$100-250 Million,25-100,Financial Services : Insurance and Risk Management,,,54 3rd Ave,,Burlington,United States,MA,'01803,781.221.1600,,AIM Mutual Insurance is one of the leading companies in the Financial Services  sector.,,,,
TIE COMMERCE,www.tiecommerce.com,,$50-100 Million,25-100,Financial Services : Investment Banking and Venture Capital,,,24 New England Executive Park,,Burlington,United States,MA,'01803,781.272.4252,,TIE COMMERCE is one of the leading companies in the Financial Services  sector.,,,,
MEDIASPECTRUM; INC.,www.mediaspectrum.net,,$10-50 Million,25-100,Software & Internet : Software,,,35 Corporate Dr,,Burlington,United States,MA,'01803,781.685.4648,,MEDIASPECTRUM; INC. is one of the leading companies in the Software & Internet  sector.,,,,
Rounder Records Corporation,www.rounder.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,1 Rounder Way,,Burlington,United States,MA,'01803,617.354.0700,,Rounder Records Corporation is one of the leading companies in the Business Services  sector.,,,,
Demandware Inc.,www.demandware.com,,$50-100 Million,100-250,Software & Internet : E-commerce and Internet Businesses,,,5 Wall St Fl 2,,Burlington,United States,MA,'01803,888.553.9216,,Demandware Inc. is one of the leading companies in the Software & Internet  sector.,,,,
Aspen Technology; Inc.,www.aspentech.com,,$250-500 Million,1K-10K,Software & Internet : Software,,,200 Wheeler Rd Ste 10,,Burlington,United States,MA,'01803,781.221.6400,,Aspen Technology; Inc. is one of the leading companies in the Software & Internet  sector.,,,,
Aspen Technology; Inc.,www.aspentech.com,,$250-500 Million,1K-10K,Software & Internet : Software,,,200 Wheeler Rd Ste 10,,Burlington,United States,MA,'01803,781.221.6400,,Aspen Technology; Inc. is one of the leading companies in the Software & Internet  sector.,,,,
InterGen,www.intergen.com,,$50-100 Million,100-250,Energy & Utilities : Gas and Electric Utilities,,,30 Corporate Dr,,Burlington,United States,MA,'01803,781.993.3000,,InterGen is one of the leading companies in the Energy & Utilities  sector.,,,,
ClickSoftware Inc.,www.clicksoftware.com,,$10-50 Million,100-250,Software & Internet : Software,,,35 Corporate Dr Ste 140,,Burlington,United States,MA,'01803,781.272.5903,,ClickSoftware Inc. is one of the leading companies in the Software & Internet  sector.,,,,
Entegris; Inc.,www.entegris.com,,$500M-1 Billion,1K-10K,Manufacturing : Manufacturing Other,,,129 Concord Rd,,Billerica,United States,MA,'01821,978.436.6500,,Entegris; Inc. is one of the leading companies in the Manufacturing  sector.,,,,
Datawatch Corporation,www.datawatch.com,,$10-50 Million,100-250,Software & Internet : Software,,,271 Mill Rd,,Chelmsford,United States,MA,'01824,978.441.2200,,Datawatch Corporation is one of the leading companies in the Software & Internet  sector.,,,,
Hittite Microwave Corporation,www.hittite.com,,$100-250 Million,250-1000,Computers & Electronics : Networking Equipment and Systems,,,2 Elizabeth Dr,,Chelmsford,United States,MA,'01824,978.250.3343,,Hittite Microwave Corporation is one of the leading companies in the Computers & Electronics  sector.,,,,
Hittite Microwave Corporation,www.hittite.com,,$100-250 Million,250-1000,Computers & Electronics : Networking Equipment and Systems,,,2 Elizabeth Dr,,Chelmsford,United States,MA,'01824,978.250.3343,,Hittite Microwave Corporation is one of the leading companies in the Computers & Electronics  sector.,,,,
Bull SA,www.bull.com,,$100-250 Million,1K-10K,Business Services : Business Services Other,,,285 Billerica Rd,,Chelmsford,United States,MA,'01824,978.294.6000,,Bull SA is one of the leading companies in the Business Services  sector.,,,,
Thrive Networks,www.thrivenetworks.com,,$1-10 Million,25-100,Computers & Electronics : IT and Network Services and Support,,,655 Andover St,,Lawrence,United States,MA,'01843,978.461.3999,,Thrive Networks is one of the leading companies in the Computers & Electronics  sector.,,,,
Princeton Properties Management; Inc.,www.princetonproperties.com,,$1-10 Million,25-100,Real Estate & Construction : Real Estate Agents and Appraisers,,,1115 Westford St,,Lowell,United States,MA,'01851,978.458.8700,,Princeton Properties Management; Inc. is one of the leading companies in the Real Estate & Construction  sector.,,,,
Litle & Company,www.litle.com,,$100-250 Million,100-250,Software & Internet : E-commerce and Internet Businesses,,,900 Chelmsford St Ofc 1,,Lowell,United States,MA,'01851,800.548.5326,,Litle & Company is one of the leading companies in the Software & Internet  sector.,,,,
Lowell Five Cent Savings Bank,www.lowellfive.com,,$100-250 Million,100-250,Financial Services : Banks,,,34 John St,,Lowell,United States,MA,'01852,978.452.1300,,Lowell Five Cent Savings Bank is one of the leading companies in the Financial Services  sector.,,,,
XOS Digital,www.xosdigital.com,,$1-10 Million,100-250,Media & Entertainment : Media & Entertainment Other,,,101 Billerica Ave,,North Billerica,United States,MA,'01862,877.967.3444,,XOS Digital is one of the leading companies in the Media & Entertainment  sector.,,,,
XOS Digital,www.xosdigital.com,,$1-10 Million,100-250,Media & Entertainment : Media & Entertainment Other,,,101 Billerica Ave,,North Billerica,United States,MA,'01862,877.967.3444,,XOS Digital is one of the leading companies in the Media & Entertainment  sector.,,,,
Keurig; Inc.,www.keurig.com,,> $1 Billion,25-100,Manufacturing : Manufacturing Other,,,55 Walkers Brook Dr 01867,,Reading,United States,MA,'01867,781.246.3466,,Keurig; Inc. is one of the leading companies in the Manufacturing  sector.,,,,
Worldwide TechServices,www.qualxserv.com,,$100-250 Million,1K-10K,Business Services : Business Services Other,,,836 North St,,Tewksbury,United States,MA,'01876,978.848.9000,,Worldwide TechServices is one of the leading companies in the Business Services  sector.,,,,
Franklin Street Properties,www.franklinstreetproperties.com,,$1-10 Million,25-100,Real Estate & Construction : Real Estate Agents and Appraisers,,,401 Edgewater Pl Ste 200,,Wakefield,United States,MA,'01880,781.246.4900,,Franklin Street Properties is one of the leading companies in the Real Estate & Construction  sector.,,,,
Edgewater Technology; Inc.,www.edgewater.com,,$50-100 Million,250-1000,Computers & Electronics : IT and Network Services and Support,,,20 Harvard Mill Sq,,Wakefield,United States,MA,'01880,781.246.3343,,Edgewater Technology; Inc. is one of the leading companies in the Computers & Electronics  sector.,,,,
Accellent Inc.,www.accellent.com,,$500M-1 Billion,1K-10K,Manufacturing : Manufacturing Other,,,100 Fordham Rd,,Wilmington,United States,MA,'01887,978.570.6900,,Accellent Inc. is one of the leading companies in the Manufacturing  sector.,,,,
Century 21 Commonwealth,www.commonmoves.com,,$1-10 Million,250-1000,Real Estate & Construction : Real Estate Agents and Appraisers,,,39 Church St,,Winchester,United States,MA,'01890,781.729.7777,,Century 21 Commonwealth is one of the leading companies in the Real Estate & Construction  sector.,,,,
PetEdge Company,www.petedge.com,,$50-100 Million,1K-10K,Retail : Department Stores,,,100 Cummings Ctr Ste 307b,,Beverly,United States,MA,'01915,978.998.8100,,PetEdge Company is one of the leading companies in the Retail  sector.,,,,
Affiliated Managers Group; Inc.,www.amg.com,,> $1 Billion,25-100,Financial Services : Investment Banking and Venture Capital,,,600 Hale St,,Beverly,United States,MA,'01915,617.747.3300,,Affiliated Managers Group; Inc. is one of the leading companies in the Financial Services  sector.,,,,
Brookwood Financial Partners,www.bfplp.com,,$500M-1 Billion,10K-50K,Financial Services : Financial Services Other,,,72 Cherry Hill Dr,,Beverly,United States,MA,'01915,978.927.8300,,Brookwood Financial Partners is one of the leading companies in the Financial Services  sector.,,,,
Fantastic Sams,www.fantasticsams.com,,$250-500 Million,1K-10K,Consumer Services : Personal Care,,,50 Dunham Rd Fl 3,,Beverly,United States,MA,'01915,978.232.5600,,Fantastic Sams is one of the leading companies in the Consumer Services  sector.,,,,
Brookwood Financial Partners,www.bfplp.com,,$500M-1 Billion,10K-50K,Financial Services : Financial Services Other,,,72 Cherry Hill Dr,,Beverly,United States,MA,'01915,978.927.8300,,Brookwood Financial Partners is one of the leading companies in the Financial Services  sector.,,,,
Boston Acoustics,www.bostonacoustics.com,,$10-50 Million,100-250,Media & Entertainment : Adult Entertainment,,,300 Jubilee Dr,,Peabody,United States,MA,'01960,978.538.5000,,Boston Acoustics is one of the leading companies in the Media & Entertainment  sector.,,,,
CAPINC,www.capinc.com,,$1-10 Million,25-100,Software & Internet : Software,,,2 Centennial Dr,,Peabody,United States,MA,'01960,800.424.2255,,CAPINC is one of the leading companies in the Software & Internet  sector.,,,,
Rockport National Bank,www.rockportnational.com,,$50-100 Million,25-100,Financial Services : Banks,,,16 Main St,,Rockport,United States,MA,'01966,978.546.3411,,Rockport National Bank is one of the leading companies in the Financial Services  sector.,,,,
MiddleOak,www.middleoak.com,,$50-100 Million,250-1000,Financial Services : Financial Services Other,,,1 Holyoke Sq,,Salem,United States,MA,'01970,978.744.6123,,MiddleOak is one of the leading companies in the Financial Services  sector.,,,,
Insurers World,www.insurersworld.com,,$10-50 Million,25-100,Consumer Services : Consumer Services Other,,,120 Shawmut Rd,,Canton,United States,MA,'02021,800.343.9619,,Insurers World is one of the leading companies in the Consumer Services  sector.,,,,
Axeda,www.axeda.com,,$1-10 Million,25-100,Software & Internet : Software,,,25 Forbes Blvd Unit 3,,Foxboro,United States,MA,'02035,508.337.9200,,Axeda is one of the leading companies in the Software & Internet  sector.,,,,
Axeda,www.axeda.com,,$1-10 Million,25-100,Software & Internet : Software,,,25 Forbes Blvd Unit 3,,Foxboro,United States,MA,'02035,508.337.9200,,Axeda is one of the leading companies in the Software & Internet  sector.,,,,
International Forest Products Corporation,www.ifpcorp.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,1 Patriot Pl,,Foxboro,United States,MA,'02035,508.698.4600,,International Forest Products Corporation is one of the leading companies in the Business Services  sector.,,,,
Axeda,www.axeda.com,,$1-10 Million,25-100,Software & Internet : Software,,,25 Forbes Blvd Unit 3,,Foxboro,United States,MA,'02035,508.337.9200,,Axeda is one of the leading companies in the Software & Internet  sector.,,,,
Axeda,www.axeda.com,,$1-10 Million,25-100,Software & Internet : Software,,,25 Forbes Blvd Unit 3,,Foxboro,United States,MA,'02035,508.337.9200,,Axeda is one of the leading companies in the Software & Internet  sector.,,,,
Industrial Defender; Inc.,www.industrialdefender.com,,$10-50 Million,25-100,Software & Internet : Software,,,16 Chestnut St,,Foxboro,United States,MA,'02035,508.718.6700,,Industrial Defender; Inc. is one of the leading companies in the Software & Internet  sector.,,,,
United Site Services; Inc.,www.unitedsiteservices.com,,$10-50 Million,25-100,Transportation & Storage : Transportation & Storage Other,,,31 E Belcher Rd,,Foxboro,United States,MA,'02035,508.778.6911,,United Site Services; Inc. is one of the leading companies in the Transportation & Storage  sector.,,,,
Samsonite Corporation,www.samsonite.com,,> $1 Billion,1K-10K,Manufacturing : Manufacturing Other,,,575 West St Ste 110,,Mansfield,United States,MA,'02048,508.851.1400,,Samsonite Corporation is one of the leading companies in the Manufacturing  sector.,,,,
O'Brien & Sons Inc,www.obrienandsons.com,,$10-50 Million,25-100,Retail : Grocery and Specialty Food Stores,,,93 West St Ste F,,Medfield,United States,MA,'02052,508.359.4200,,O'Brien & Sons Inc is one of the leading companies in the Retail  sector.,,,,
Atlantic Technology,www.atlantictechnology.com,,$10-50 Million,100-250,Manufacturing : Manufacturing Other,,,343 Vanderbilt Ave,,Norwood,United States,MA,'02062,781.762.6300,,Atlantic Technology is one of the leading companies in the Manufacturing  sector.,,,,
LTX-Credence Corporation,www.ltx.com,,$100-250 Million,250-1000,Computers & Electronics : Semiconductor and Microchip Manufacturing,,,825 University Ave,,Norwood,United States,MA,'02062,781.461.1000,,LTX-Credence Corporation is one of the leading companies in the Computers & Electronics  sector.,,,,
