First Name,Last Name,Title,Company Name,Headline,What Happened,About Person,About Company
Zi-Ping,Fang,Chief Technology Officer,Neuros Medical,Zi-Ping Fang was Appointed as Chief Technology Officer at Neuros Medical,Willoughby; OH-based Neuros Medical appointed Zi-Ping Fang as Chief Technology Officer.,Zi-Ping Fang holds over 25 years of neurostimulation technology development and clinical research experience; including post-doctoral training in Neuroscience from Case Western Reserve University's (CWRU) School of Medicine; and a PhD in Biomedical Engineering; also from CWRU. He has held several executive level positions in the industry.,Neuros Medical; a Cleveland; Ohio based neurostimulation company; is focused on developing proprietary neurostimulation therapies for unmet needs to patients worldwide.
Zalmai,Azmi,Chief Information Officer,FBI,Zalmai Azmi Resigned as Chief Information Officer at FBI,Wahsington; DC-based FBI accepted resignation of Zalmai Azmi as Chief Information Officer.,Zalmai Azmi was previously the CIO for The EOUSA at U.S. Department of Justice.,The mission of the Federal Bureau of Investigation is to protect and defend the United States against terrorist and foreign intelligence threats; to uphold and enforce the criminal laws of the United States; and to provide leadership and criminal justice services to federal; state; municipal; and international agencies and partners.
Zachary,Greenberger,Chief Technology Officer,ATRINSIC; INC.,Zachary Greenberger Resigned as Chief Technology Officer at ATRINSIC; INC.,New York; NY-based ATRINSIC; INC. accepted resignation of Zachary Greenberger as Chief Technology Officer.,Zachary Greenberger was previously the Consultant at FrontlineSMS:Credit.,Atrinsic; Inc. is a marketer of direct-to-consumer subscription products and an Internet search-marketing agency.
Yuvinder,Kochar,Chief Technology Officer,The Washington Post Company,Yuvinder Kochar was Appointed as Chief Technology Officer at The Washington Post Company,Washington; DC-based The Washington Post Company appointed Yuvinder Kochar as Chief Technology Officer.,Yuvinder Kochar was previously the CTO; VP-Engineering at BrassRing.,The Washington Post is one of the premier Newspapers in the United States.
Yuval,Fisher,Chief Technology Officer,RGB Networks,Yuval Fisher was Appointed as Chief Technology Officer at RGB Networks,Sunnyvale; CA-based RGB Networks appointed Yuval Fisher as Chief Technology Officer.,Yuval Fisher was previously Chief Scientist; co-founder at Envivio; US San Francisco.,RGB Networks enables video service providers to migrate to a three screen environment for the delivery of linear and on-demand video over managed and unmanaged IP networks.
Yuanhui,Sun,Chief Technology Officer,TSC OFFSHORE,Yuanhui Sun was Appointed as Chief Technology Officer at TSC OFFSHORE,Houston; TX-based TSC OFFSHORE appointed Yuanhui Sun as Chief Technology Officer.,Yuanhui Sun was previously Principal Engineer; Chief Representative in China and Director of Business Development - Asia Pacific Operations for Noble Drilling. ,The heritage of TSC Offshore Group companies has been built over 160 years from when Ansell Jones started in Birmingham in the UK through to our recently established TSC Middle East Division in the UAE. 
Yoram,Cedar,Chief Technology Officer,Sandisk,Yoram Cedar was Promoted to Chief Technology Officer at Sandisk,Milpitas; CA-based Sandisk promoted Yoram Cedar to Chief Technology Officer.,Yoram Cedar was previously the Executive Vice President; OEM Business and Corporate Engineering at SanDisk.,SanDisk Corporation is the global leader in flash memory cards; from research; manufacturing and product design to consumer branding and retail distribution. SanDisk's product portfolio includes flash memory cards for mobile phones; digital cameras and camcorders; digital audio/video players.
Yeman,Collier,Chief Technology Officer,City Of Hope,Yeman Collier was Appointed as Chief Technology Officer at City Of Hope,Duarte; CA-based City Of Hope appointed Yeman Collier as Chief Technology Officer.,Yeman Collier was previously the Chief Technology Officer (CTO) at OSF Healthcare System.,City of Hope is recognized worldwide for its compassionate patient care; innovative science and translational research; which rapidly turns laboratory breakthroughs into promising new therapies.
Ronnie,Yates,Director of Technology,On Center Software; Inc.,Ronnie Yates was Appointed as Director of Technology at On Center Software; Inc.,Spring; TX-based On Center Software; Inc. appointed Ronnie Yates as Director of Technology.,Yates brings to On Center Software a broad knowledge of and ample experience within the software development industry. Previous technical leadership roles include director of development at HTC in the Innovation Group; software development manager at Microsoft in the Xbox 360 Development Group; and lead software engineer at Microsoft in the .NET Development Platform Group.,Located in The Woodlands; Texas; On Center Software; Inc. is a privately held company providing software and training to construction industry professionals. The company's mission is to transform the estimating; takeoff and production tracking experiences for construction industry professionals by developing and supporting innovative; practical; comprehensive software solutions that turn winning bids into profitable projects.
Woodrow,Chin,Chief Information Officer,Dillard,Woodrow Chin was Appointed as Chief Information Officer at Dillard,Little Rock; AR-based Dillard appointed Woodrow Chin as Chief Information Officer.,Woodrow Chin was previously with a San Francisco-based Internet company called Exit13 and Wachovia.,Dillard's; Inc. is one of the nation's largest fashion apparel and home furnishing retailers. The Company's stores operate with one name; Dillard's; and span 29 states. Dillard's stores offer a broad selection of merchandise; including products sourced and marketed under Dillard's exclusive brand names.
Stephen,Vicheck,Chief Technology Officer ,Unanet Technologies ,Stephen Vicheck was Promoted to Chief Technology Officer  at Unanet Technologies ,Sterling ; VA-based Unanet Technologies  promoted Stephen Vicheck to Chief Technology Officer .,With more than 23 years of experience in software design; implementation and architectural planning; Vicheck is currently responsible for directing Unanet's product development; software development standards; application architecture and research and development of new technologies.,With over 700 customers; Unanet Technologies has the proven leadership; innovative technology; and domain expertise to address the demands of today's business environment. Unanet's customer base includes Fortune 500 companies; advanced technology companies; consulting organizations; professional staffing organizations; system integrators; software vendors; government contractors; government; internal IT and sales organizations and biotech companies. See: Customer Quotes. With ten years in production; Unanet is the pioneer in 100% Web-based software for the advanced technology services market. 
Dean,Foulis,Chief Technology Officer,LiveWire Mobile,Dean Foulis was Appointed as Chief Technology Officer at LiveWire Mobile,Littleton; MA-based LiveWire Mobile appointed Dean Foulis as Chief Technology Officer.,With more than 20 years of technology experience; Mr. Foulis will be responsible for overseeing the company's technical and product development teams as well as customer operations.  ,LiveWire Mobile (Pinksheets: LVWR) is a world leader in managed personalization services. LiveWire Mobile's integrated suite of mobile personalization services includes ringback tones; ringtones; mobile full-track music and video downloads; a fully integrated storefront; and other applications; as well as dedicated content and service marketing; integrated storefront management and marketing. 
Hari,Thummalapalli,Chief Information Officer,MaineToday Media,Hari Thummalapalli was Appointed as Chief Information Officer at MaineToday Media,Portland; ME-based MaineToday Media appointed Hari Thummalapalli as Chief Information Officer.,With degrees in mechanical and aerospace engineering; Thummalapalli is an educator; entrepreneur and technology specialist who has worked in the automotive; airline; health care; finance and software industries.,Maine Today is a division of MaineToday Media; Inc. We produce innovative niche products for print and online -  providing quality content and community to our uses as well as targeted advertising opportunities for local businesses.
William,Weeks,Chief Information Officer,SquareTwo Financial,William Weeks was Appointed as Chief Information Officer at SquareTwo Financial,Denver; CO-based SquareTwo Financial appointed William Weeks as Chief Information Officer.,William Weeks was previously served as chief information officer of Key Equipment Finance since 2005.,SquareTwo Financial is dedicated to making distressed assets whole. 
William,Seifert,Chief Technology Officer,Avaya,William Seifert was Appointed as Chief Technology Officer at Avaya,Basking Ridge; NJ-based Avaya appointed William Seifert as Chief Technology Officer.,William Seifert was previously with Prism VentureWorks; where he was a general partner. ,Avaya is a global leader in enterprise communications systems. The company provides unified communications; contact centers; and related services directly and through its channel partners to leading businesses and organizations around the world.
William,Sanders,Director Of Technology,Virginia Tech; Learning Technologies Division,William Sanders was Appointed as Director Of Technology at Virginia Tech; Learning Technologies Division,Blacksburg; VA-based Virginia Tech; Learning Technologies Division appointed William Sanders as Director Of Technology.,William Sanders previously held various technology positions at Virginia Tech,Virginia Polytechnic Institute and State University (Virginia Tech) is a public land-grant university serving the Commonwealth of Virginia
William,Radon,Chief Information Officer,The Chamberlain Group Inc.,William Radon was Appointed as Chief Information Officer at The Chamberlain Group Inc.,Elmhurst; IL-based The Chamberlain Group Inc. appointed William Radon as Chief Information Officer.,William Randon has an impressive track record of more than 25 years in the industry. In addition; Radon has deep; valued experience in directing global SAP implementations for several multi-billion dollar companies. His success and accomplishments have been recognized by SAP itself; as he recently served on SAP?s Independent Executive Advisory Council.,The Chamberlain Group; Inc. manufactures and markets access control products including residential garage door openers; commercial door operators; residential and commercial gate operators; telephone entry systems and related access control products.
William,ORourke,Chief Information Officer,Alcoa,William ORourke was Appointed as Chief Information Officer at Alcoa,Pittsburgh; PA-based Alcoa appointed William ORourke as Chief Information Officer.,William ORourke was previously the President of Alcoa Russia; responsible for the substantial manufacturing assets Alcoa acquired in Samara and Belaya Kalitva in the Russian Federation. ,Alcoa is the world's leading producer of primary aluminum; fabricated aluminum; and alumina and is active in all major aspects of the aluminum industry.
Thomas,McQuillan,Chief Information Officer,Prince William County,Thomas McQuillan was Appointed as Chief Information Officer at Prince William County,Woodbridge; VA-based Prince William County appointed Thomas McQuillan as Chief Information Officer.,William McQuillan spent 25 years as the director of Information Technology for Grand Rapids; Mich. He holds a bachelor's of science degree in computer science from Michigan State University.,Prince William County is a county located in the Commonwealth of Virginia; and is part of the Washington Metropolitan Area. The estimated population in 2009 of the county was 394;370.
William,Mahaffey,Chief Scientific Officer,Luca Technologies,William Mahaffey was Appointed as Chief Scientific Officer at Luca Technologies,Golden; CO-based Luca Technologies appointed William Mahaffey as Chief Scientific Officer.,William Mahaffey on numerous governmental and industry advisory boards.,Luca Technologies; Inc. engages in the development of long-term biotechnology-driven solutions to the natural gas market in the United States. 
William,Maggs,Chief Technology Officer,Savi Technology,William Maggs was Appointed as Chief Technology Officer at Savi Technology,Sunnyvale; CA-based Savi Technology appointed William Maggs as Chief Technology Officer.,William Maggs was previously a CTO at Palm; Inc.; and worked at mobile handset companies Motorola and Sony Ericsson in Advanced Technology and ecosystem development roles.,As a wholly owned subsidiary of Lockheed Martin (NYSE: LMT); Savi Technology is a leading provider of a new class of Smart Asset Management solutions and services for public sector and commercial supply chains w
William,Kehoe,Chief Information Officer,King County,William Kehoe was Appointed as Chief Information Officer at King County,Seattle; WA-based King County appointed William Kehoe as Chief Information Officer.,William Kehoe was previously the CIO for the Department of Licensing ,King County is located in the U.S. state of Washington. The population in the 2000 census was 1;737;034; and in 2009 was an estimated 1;916;441. By population; King is the largest county in Washington; and the 14th largest in the United States.
William,Grosso,Chief Technology Officer,Live Gamer,William Grosso was Appointed as Chief Technology Officer at Live Gamer,New York; NY-based Live Gamer appointed William Grosso as Chief Technology Officer.,William Grosso was previously CTO / VP Engineering at Twofish (bought by LiveGamer).,As a turnkey provider of online game and virtual world commerce solutions for both direct billing and player-to-player commerce; Live Gamer provides a compelling and innovative virtual economy user experience complemented by real-time reporting and analytics.
William,Eline,Chief Information Officer,Parker Hannifin Corporation,William Eline was Appointed as Chief Information Officer at Parker Hannifin Corporation,Cleveland; OH-based Parker Hannifin Corporation appointed William Eline as Chief Information Officer.,William Eline previously held various technology positions at Parker Hannifin.,  Parker is The Global Leader in Motion & Control Technologies.  Within Parker's eight operating groups; the company's engineering expertise spans the core motion technologies - electromechanical; hydraulic and pneumatic - with a full complement of fluid handling; filtration; sealing and shielding.
William,Duvall,Chief Technology Officer,LoJack,William Duvall Resigned as Chief Technology Officer at LoJack,Westwood; MA-based LoJack accepted resignation of William Duvall as Chief Technology Officer.,William Duvall was previously the Executive Vice President of Lojack Corp.,LoJack; the company that invented the stolen vehicle recovery market more than two decades ago; is the global leader in finding and recovering a wide range of mobile assets including cars; construction equipment and motorcycleshaving recovered more than $5 billion USD in stolen assets worldwide.
William,Benoist,Vice President of Information Services,Marcus & Millichap Real Estate Investment Services,William Benoist was Appointed as Vice President of Information Services at Marcus & Millichap Real Estate Investment Services,Encino; CA-based Marcus & Millichap Real Estate Investment Services appointed William Benoist as Vice President of Information Services.,William Benoistjoined Marcus & Millichap's information services department as a senior technician in 1997. In 2000; he became manager of the firm's help desk. Benoist has been serving as the director of desktop services since 2006,Marcus & Millichap Real Estate Investment Services is the nation's largest real estate investment services firm.
Jack  ,Goldenberg ,Chief Technology Officer,Meredith Corporation,Jack   Goldenberg  was Appointed as Chief Technology Officer at Meredith Corporation,Des Moines; IA-based Meredith Corporation appointed Jack   Goldenberg  as Chief Technology Officer.,While with Dow Jones; Goldenberg launched digital products Dow Jones Investment Banker and Dow Jones Adviser; as well as leading the media company’s technology team and the introduction of state-of-the-art publishing technology. ,Meredith Corporation (www.meredith.com) is the leading media and marketing company serving American women. 
Wheeler,Coleman,Vice President and Chief Technology Officer,Health Care Service Corporation,Wheeler Coleman was Appointed as Vice President and Chief Technology Officer at Health Care Service Corporation,Chicago; IL-based Health Care Service Corporation appointed Wheeler Coleman as Vice President and Chief Technology Officer.,Wheeler G. Coleman holds degrees from NIU and the University of Notre Dame; and brings more than 25 years of experience and leadership in information technology to his role as vice president and chief technology officer at Health Care Service Corporation (HCSC); where he manages more than 100 employees in four states.,The largest customer-owned health insurer in the United States and fourth largest overall; Health Care Service Corporation (HCSC) operates through its Blue Cross and Blue Shield plans in Illinoisnew window icon; New Mexiconew window icon; Oklahomanew window icon; and Texasnew window icon; and several subsidiaries to offer a variety of health and life insurance products and related services to employers and individuals.
Wesley,Dean,Vice President of Information Technology,M3 Hotel Accounting,Wesley Dean was Appointed as Vice President of Information Technology at M3 Hotel Accounting,Gainesville; GA-based M3 Hotel Accounting appointed Wesley Dean as Vice President of Information Technology.,Wesley Dean was previously the Senior Vice President for Product Development for Davis & Henderson; LTD. of Toronto; Ontario; Canada and Chief Operating Officer for Cyence International of Burlington; Ontario; Canada.,M3 Accounting services is a market leader in hotel accounting software; with over 2;000 properties online. 
Wendy,Sadeh,Chief Technology Officer,Bridger Commercial Funding,Wendy Sadeh was Promoted to Chief Technology Officer at Bridger Commercial Funding,Mill Valley; CA-based Bridger Commercial Funding promoted Wendy Sadeh to Chief Technology Officer.,Wendy Sadeh was previously Vice President of Technology at Bridger Commercial Funding.,Bridger Commercial Funding LLC provides commercial real estate capital and balance sheet management services to banking industry in the United States.
Weiling,Tsao,Chief Technology Officer,Newport Digital Technologies,Weiling Tsao was Appointed as Chief Technology Officer at Newport Digital Technologies,Newport Beach; CA-based Newport Digital Technologies appointed Weiling Tsao as Chief Technology Officer.,Weiling Tsao was previously VP; Strategic Sales and Business Development at ATI TECHNOLOGIES INC.,Newport Digital Technologies; Inc (www.newportdt.com) is a technology solutions driven company organized to focus on serving four of the fastest-emerging businesses in the technology space - Digital Signage & LED Lighting; RFID (radio-frequency identification); and WiMax solutions.
Wayne,Reavill,Chief Information Officer,WebHostingBuzz,Wayne Reavill was Appointed as Chief Information Officer at WebHostingBuzz,Wilmington; DE-based WebHostingBuzz appointed Wayne Reavill as Chief Information Officer.,Wayne Reavill was previously in Sales at Quality Van Sales,Started in 2002; WebHostingBuzz provides 500;000 websites with single domain hosting; business class hosting; VPS hosting; managed dedicated servers; and high availability clustered solutions.
Warren,Lee,Chief Technology Officer,NeoNova Network Services,Warren Lee was Promoted to Chief Technology Officer at NeoNova Network Services,Morrisville; NC-based NeoNova Network Services promoted Warren Lee to Chief Technology Officer.,Warren Lee was previously the founder and COO of NKO Inc.,NeoNova is the industry leader in managed broadband services for rural telecommunications providers; offering advanced network management services; premium integrated subscriber services; and superior customer support and professional services.
Walter,Copan,Chief Technology Officer,Clean Diesel Technologies Inc.,Walter Copan Resigned as Chief Technology Officer at Clean Diesel Technologies Inc.,Stamford; CT-based Clean Diesel Technologies Inc. accepted resignation of Walter Copan as Chief Technology Officer.,Walter Copan was previously formerly an executive vice president.,Cleantech emissions reduction company engaged in the development of solutions to reduce emissions; increase energy efficiency and lower the carbon intensity of diesel engine applications.
Walter,Chappas,Chief Technology Officer,Petrobeam; Inc.,Walter Chappas was Promoted to Chief Technology Officer at Petrobeam; Inc.,Raleigh; NC-based Petrobeam; Inc. promoted Walter Chappas to Chief Technology Officer.,Walter Chappas was previously Technical Advisor at PetroBeam; Inc.,PetroBeam; Inc. is the leading developer of electron beam processing techniques to upgrade heavy oil  and bitumen.
Daniel,Walsh,Chief Information Officer,The Rothman Institute,Daniel Walsh was Appointed as Chief Information Officer at The Rothman Institute,Philadelphia; PA-based The Rothman Institute appointed Daniel Walsh as Chief Information Officer.,Walsh most recently ran the information-technology division for Apollo Health Street Inc.; Conshohocken.,The Rothman Institute is affiliated with Hospitals consisting of state-of-the-art facilities befitting world-class orthopaedic centers. Everything; from clinical and surgical centers; a fully equipped imaging area (with the latest MRI equipment) and a physical therapy center; to a pain management area; an orthotic center and research laboratories; libraries and an educational center is all under one roof.
Wallace,Lafferty,Vice President of Information Technology,Vestas Wind Systems,Wallace Lafferty was Appointed as Vice President of Information Technology at Vestas Wind Systems,Portland; OR-based Vestas Wind Systems appointed Wallace Lafferty as Vice President of Information Technology.,Wally Lafferty was previously Program Manager at ProKarma; Inc.,A world that; if we have our way; will be powered by far; far more than the predicted 10% of electricty by wind by 2020.
Wallace,Parce,Chief Technology Officer,QD Soleil (Nanosys),Wallace Parce was Appointed as Chief Technology Officer at QD Soleil (Nanosys),Palo Alto; CA-based QD Soleil (Nanosys) appointed Wallace Parce as Chief Technology Officer.,Wallace Parce was previously the CTO of Nanosys.,QD Soleil is a division of Nanosys Inc. focused on the use of proprietary nanotechnology in solar panel cell designs.
Wade,Wright,Chief Technology Officer,RemitDATA,Wade Wright was Appointed as Chief Technology Officer at RemitDATA,Memphis; TN-based RemitDATA appointed Wade Wright as Chief Technology Officer.,Wade Wright was previously VP of Development at Accuro Healthcare Solutions.,Serving over 75;000 providers; RemitDATA is the leader in real-time; SaaS-based reimbursement and utilization solutions; providing transparent data; actionable insights; comparative analysis and EOB/digital document management to outpatient healthcare providers through channel partners.
Wade,Hennessey,Chief Technology Officer,Kontiki,Wade Hennessey was Appointed as Chief Technology Officer at Kontiki,Sunnyvale; CA-based Kontiki appointed Wade Hennessey as Chief Technology Officer.,Wade Hennessey was the co-founder of Kontiki.,Kontiki's Enterprise Video Platform  delivers business video every day to hundreds of thousands of global workers in many of the world's largest companies in the financial services; retail; technology; telecommunications and manufacturing market sectors. Kontiki's patented software as a service-based Enterprise Content Delivery Networking platform deploys in days and scales to all employees while enabling enterprise-grade management and control. 
David,Vordick,VP & Chief Information Officer,CNA Corporation,David Vordick was Appointed as VP & Chief Information Officer at CNA Corporation,Alexandria; VA-based CNA Corporation appointed David Vordick as VP & Chief Information Officer.,Vordick began his career as a control system engineer in 1992 with Computerized Processes Unlimited; Inc.; Metairie; LA; then moved to All-Control Systems; Inc.; in West Chester PA. From 1997-1999; he held several positions including computer systems management group leader at the Lawrence Livermore National Laboratory in Livermore; CA. He joined USEC in 1999 as a software engineering manager; and following several promotions was named the company's CIO in 2005.,"CNA's objective; empirical research and analysis helps decision makers develop sound policies; make better-informed decisions; and manage programs more effectively. We take a multi-disciplinary; field-based ""real world"" approach to our work; and provide public-sector organizations with the tools they need to tackle the complex challenges of making government more efficient and keeping our country safe and strong."
Vivek,Kundra,Chief Information Officer,White House,Vivek Kundra was Appointed as Chief Information Officer at White House,Washington; DC-based White House appointed Vivek Kundra as Chief Information Officer.,Vivek Kundra was previously the Chief Technology Officer for the District of Columbia.,"The White House Internship Programs mission is to make the ""Peoples House"" accessible to future leaders all around the nation and cultivate and prepare those devoted to public service for future leadership opportunities."
Virginia ,Guthrie,Chief Information Officer,Dr Pepper Snapple Group,Virginia  Guthrie was Appointed as Chief Information Officer at Dr Pepper Snapple Group,Plano; TX-based Dr Pepper Snapple Group appointed Virginia  Guthrie as Chief Information Officer.,Virginia Guthrie was preivously the CIO at Molson Coors Brewing Company.,Dr Pepper Snapple Group (NYSE: DPS) is one of the largest beverage companies in the Americas.
Vincent,Marin,Chief Information Officer,Huron Consulting Group,Vincent Marin was Appointed as Chief Information Officer at Huron Consulting Group,Chicago; IL-based Huron Consulting Group appointed Vincent Marin as Chief Information Officer.,Vincent Marin is a consulting industry veteran with more than 20 years of professional services experience working in various IT roles where he helped companies with their information management organization; and provided integral support by carrying out the IT strategy and implementation. ,Huron Consulting Group helps clients in diverse industries improve performance; comply with complex regulations; reduce costs; recover from distress; leverage technology; and stimulate growth.
Vincent,Ioia,Chief Information Officer,American Stock Transfer & Trust Company,Vincent Ioia was Appointed as Chief Information Officer at American Stock Transfer & Trust Company,New York; NY-based American Stock Transfer & Trust Company appointed Vincent Ioia as Chief Information Officer.,Vincent Ioia was previously the Senior Practice Consultant at EMC.,American Stock Transfer & Trust Company; LLC  provides stock transfer and employee plan services to over 2;800 public companies and maintains approximately 6;000 issues.
Vincent,Cohan,Chief Technology Officer,AXA Financial; Inc.,Vincent Cohan was Appointed as Chief Technology Officer at AXA Financial; Inc.,Charlotte; NC-based AXA Financial; Inc. appointed Vincent Cohan as Chief Technology Officer.,Vincent Cohan was previously the Head; Technology Operations; Americas & Offshore at Thomson Reuters.,In business since 1859; AXA Equitable Life Insurance Company (formerly The Equitable Life Assurance Society of the United States) is a leading financial protection company and a premier provider of life insurance; annuity; and investment products and services.
Vince,Kovarik,Chief Technology Officer,PrismTech,Vince Kovarik was Appointed as Chief Technology Officer at PrismTech,Woburn; MA-based PrismTech appointed Vince Kovarik as Chief Technology Officer.,Vince Kovarik was previously the Technical product manager for the Domain Management ToolKit (dmTK); one of the first SCA-compliant COTS products,PrismTech is a global leader in standards-based; performance-critical middleware. 
Vikram,Simha,Chief Technology Officer,Vital Images,Vikram Simha was Appointed as Chief Technology Officer at Vital Images,Minnetonka; MN-based Vital Images appointed Vikram Simha as Chief Technology Officer.,Vikram Simha was previously the CTO & SVP at Terarecon; Inc.,Vital Images is the industry leader in advanced visualization for multi modal imaging in both radiology and cardiology.
Vikram,Saksena,Chief Technology Officer,Tellabs,Vikram Saksena was Appointed as Chief Technology Officer at Tellabs,Naperville; IL-based Tellabs appointed Vikram Saksena as Chief Technology Officer.,Vikram Saksena was previously the Chief Technology Officer at Sonus Networks. ,Tellabs innovates to deliver the mobile Internet and help our customers succeed.
Vikram,Saksena,Chief Technology Officer,Sonus Networks; Inc.,Vikram Saksena Resigned as Chief Technology Officer at Sonus Networks; Inc.,Westford; MA-based Sonus Networks; Inc. accepted resignation of Vikram Saksena as Chief Technology Officer.,Vikram Saksena was previously Chief Scientist at Sonus Networks.,Sonus Networks Inc.; providing network transformation through IP communications technology; is leading the evolution of communications networks to support the multi-media; multi-device demands of todays digital lifestyle.
Vikram,Pattarkine,Chief Technology Officer,Originoil Inc.,Vikram Pattarkine was Appointed as Chief Technology Officer at Originoil Inc.,Los Angeles; CA-based Originoil Inc. appointed Vikram Pattarkine as Chief Technology Officer.,Vikram Pattarkine was previously a Senior vice president at Brinjac Engineering; Inc.,OriginOil; Inc. is developing a breakthrough technology that will transform algae; the most promising source of renewable oil; into a true competitor to petroleum.
