Dupe 1,Dupe 2
403176,403222
403206,403221
403175,403220
403174,403219
403172,403218
403171,403217
403170,403216
403169,403215
403168,403214
403167,403213
403166,403211
403165,403210
403164,403209
403163,403208
403157,403158
403153,403156
403152,403155
403150,403151
403139,403147
403138,403146
403136,403145
403134,403144
403133,403143
403125,403129
403123,403128
403122,403127
403121,403126
403117,403120
403112,403119
403088,403115
403108,403109
403104,403105
403100,403103
403099,403102
403098,403101
403080,403097
403078,403096
403077,403094
403074,403092
403073,403089
403072,403087
403071,403085
403070,403084
403069,403083
403068,403081
403062,403064
403061,403063
403057,403059
403051,403055
403049,403054
403048,403053
403046,403052
402818,403047
403025,403043
403019,403042
403018,403041
403017,403040
403016,403039
403015,403037
403014,403035
403013,403034
403023,403033
403012,403032
403011,403031
403010,403029
403008,403028
403007,403026
403005,403024
402998,403001
402989,402996
402987,402994
402986,402993
402985,402992
402984,402991
402970,402979
402969,402978
402968,402977
402967,402976
402966,402975
402965,402974
402964,402973
402963,402972
402962,402971
402960,402961
402952,402958
402950,402957
402949,402956
402948,402955
402918,402943
402935,402942
402934,402941
402933,402939
402923,402931
402921,402930
402920,402929
402915,402927
402913,402926
402912,402925
402911,402924
402897,402907
402882,402906
402879,402905
402878,402903
402877,402902
402876,402901
402875,402900
402874,402899
402872,402898
402885,402896
402868,402895
402867,402893
402865,402892
402864,402891
402863,402890
402862,402889
402861,402888
402860,402887
402859,402886
395517,402869
402847,402855
402845,402854
402843,402853
402842,402852
402841,402851
402834,402839
402832,402838
402831,402837
402830,402836
402828,402835
402825,402827
402824,402826
402814,402823
402813,402822
402811,402821
402810,402820
402808,402819
402804,402817
402803,402816
402802,402815
402798,402800
402797,402799
402792,402794
401872,402793
402789,402791
402788,402790
402784,402786
402783,402785
402777,402781
402775,402780
402774,402779
400978,402776
402772,402773
398684,402771
402769,402770
402765,402767
402761,402764
402760,402762
402758,402759
400143,402757
399441,402756
402746,402755
402745,402754
402743,402753
402742,402752
402741,402751
402740,402750
402739,402749
402738,402748
402733,402734
401447,402731
399936,402729
402722,402724
399468,402723
402719,402721
402716,402718
402713,402714
402710,402711
402707,402709
402705,402706
402678,402704
402652,402702
402649,402701
402637,402699
402636,402698
402635,402697
402634,402696
402633,402695
402630,402694
402629,402693
402627,402692
402626,402691
402625,402690
402624,402689
402623,402688
402622,402687
402621,402686
402620,402685
402619,402684
402618,402683
399009,402682
402616,402681
402615,402680
402613,402679
402612,402677
402610,402676
402607,402672
402606,402671
402642,402668
402602,402667
402601,402666
402599,402665
402597,402664
402595,402663
402594,402662
402593,402661
402592,402660
402591,402659
402590,402658
402587,402657
402585,402655
402584,402654
402582,402651
402581,402650
402578,402648
402641,402646
400968,402603
394580,402575
402559,402560
402556,402558
397419,402557
400267,402554
402548,402549
402545,402547
402536,402543
402537,402542
398679,402541
402534,402540
